T_nor,CO2_resp_rate,FMC_nor,site,cond__,effect1__,estimate__,se__,lower__,upper__
0.8327156797890631,0.012173101649272329,0.24398307426783578,PNW,PNW,12.237309941520493,0.0016972896022611063,0.0024212113790620824,6.059115310817245e-7,0.02278904943820387
0.8335321883659091,0.012173101649272329,0.24398307426783578,PNW,PNW,12.517142772756813,0.001685868212663256,0.0023854965890648507,8.454394796151896e-7,0.022600379270654614
0.8343486969427552,0.012173101649272329,0.24398307426783578,PNW,PNW,12.796975603993133,0.0017607413696812163,0.002493461203185966,7.499703168078548e-7,0.022860667801962338
0.8351652055196012,0.012173101649272329,0.24398307426783578,PNW,PNW,13.076808435229509,0.001813771626442483,0.0025649273398205656,1.1946104758670957e-6,0.02250612273744485
0.8359817140964473,0.012173101649272329,0.24398307426783578,PNW,PNW,13.356641266465886,0.0018530526956362296,0.0025952467218254547,1.2598392459270502e-6,0.023378560309054833
0.8367982226732933,0.012173101649272329,0.24398307426783578,PNW,PNW,13.636474097702205,0.0018262481897736323,0.0025819237757919184,1.179299084386546e-6,0.0229131553185947
0.8376147312501393,0.012173101649272329,0.24398307426783578,PNW,PNW,13.916306928938525,0.0017678577905240744,0.0024906125165394767,1.0185196020574051e-6,0.022684721044414536
0.8384312398269853,0.012173101649272329,0.24398307426783578,PNW,PNW,14.196139760174844,0.0019268628331702432,0.0026972585652176484,1.0713878048448817e-6,0.021969783774866424
0.8392477484038313,0.012173101649272329,0.24398307426783578,PNW,PNW,14.475972591411221,0.0019160476446780188,0.002679781169931821,1.4388355287919417e-6,0.022833209632477064
0.8400642569806773,0.012173101649272329,0.24398307426783578,PNW,PNW,14.75580542264754,0.0019200013169979892,0.0027181288414395866,1.1835829193557299e-6,0.023454679618753548
0.8408807655575234,0.012173101649272329,0.24398307426783578,PNW,PNW,15.035638253883917,0.001992195067906935,0.002796303792292463,1.686959047596864e-6,0.02284170266564874
0.8416972741343695,0.012173101649272329,0.24398307426783578,PNW,PNW,15.315471085120237,0.0018983877770699115,0.002642644640740781,1.8278133771697007e-6,0.023154203745401485
0.8425137827112155,0.012173101649272329,0.24398307426783578,PNW,PNW,15.595303916356556,0.0020170055113851544,0.0028049553819835837,1.8145098826680458e-6,0.02322796172430762
0.8433302912880615,0.012173101649272329,0.24398307426783578,PNW,PNW,15.875136747592933,0.0019807447110108843,0.0027607308998240823,2.0144362031713004e-6,0.023202099763454484
0.8441467998649075,0.012173101649272329,0.24398307426783578,PNW,PNW,16.154969578829252,0.0019853344469551977,0.0027459933376381444,2.3752812190255195e-6,0.024095952422924727
