site,SampleID,init_green_wt,Species.Code,block,termite_treatment_abbreviation,harvest,deployment_date,harvest_date,insect_present,termite_present,fungi_present,soil_present,root_present,fire_present_2021,fire_present_2019,Termite_Class,Fungi_Class,Fire_Class,Field_fresh_wt,Collar,fresh_volume,FW_Wood,Lab_As.,FW_Excess,FW_Carton,FW_Soil,Sawdust_FW,Post_drill_FW,DW_Wood,DW_Excess,DW_Carton,DW_Soil,damage_bag,init_drywt_fraction,termite.attack,season_condition,months,date_diff,station,dry.wet,init_dry_wt,harvest_dry_wt,mass.loss,pro.mass.loss,pct.mass.rem,FW_tot,DW_tot,wood_por,resp_dry_wt,deltaCO2,CO2.p,adj_r_CO2,deltaCH4,CH4.p,adj_r_CH4,mean_Tcham,mean_Pressure,mean_ib,CO2_resp_rate,CH4_resp_rate,FMC,CO2_resp_outlier,CH4_resp_outlier,Dataset
PNW,212,NA,PIRA,X,TE,2,2018-06-05,2019-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.76,5,0.408,179.76,NA,NA,NA,NA,NA,NA,165.62,NA,NA,NA,NA,NA,0,WET,12,381,PNW.PIRA.X,NA,167.8035,165.62,2.1835000000000093,0.01301224348717404,98.6987756512826,NA,165.62,1,165.62,0.008692157342740536,5.2610768136732356e-24,0.4511782164061159,4.607197542417909e-6,0.04260877977590759,0.018326781636392897,22.412865497076023,979.6666666666669,19.874,4.550892840614338e-4,8.791416577550802e-8,8.537616229923914,No,No,Pine
PNW,227,NA,PIRA,Y,TI,2,2018-06-05,2019-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.65,5,0.41,178.65,NA,NA,NA,NA,NA,NA,162.54,NA,NA,NA,NA,NA,0,WET,12,381,PNW.PIRA.Y,NA,171.2733,162.54,8.733300000000014,0.05099043458612646,94.9009565413874,NA,162.54,1,162.54,0.019830662634699243,5.879359677981549e-79,0.8767534934195306,2.8092567259469875e-6,0.4637163572987705,-0.002717016523340554,26.829239766081873,979,28.1025,0.0010412281999309793,5.375923997318888e-8,9.911406423034338,No,nonsignificant fit,Pine
PNW,228,NA,PIRA,Y,TE,2,2018-06-05,2019-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.75,5,0.408,246.75,NA,NA,NA,NA,NA,NA,226.01,NA,NA,NA,NA,NA,0,WET,12,381,PNW.PIRA.Y,NA,230.42,226.01,4.409999999999997,0.019138963631629185,98.0861036368371,NA,226.01,1,226.01,0.010494699402404734,1.1792999569025695e-42,0.6690908905889701,1.5335298917611334e-5,1.7407132465424987e-6,0.12170597498892588,28.113684210526316,979,28.1025,3.947586043364706e-4,2.1023588252072137e-7,9.176585106853684,No,No,Pine
MLES,243,NA,PIRA,F,TI,2,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.05,5,0.414,447.05,NA,NA,NA,NA,NA,NA,186.72,NA,NA,NA,NA,NA,0,WET,12,381,MLES.PIRA.F,NA,193.5872,186.72,6.867199999999997,0.035473419730230084,96.452658026977,NA,186.72,1,186.72,0.042074834041328286,3.010348931461228e-134,0.9726656730677751,3.4320925432515425e-7,0.8523523091180429,-0.005710387633763192,15.092105263157896,912,19.3875,0.0018629210886834037,5.538396351228362e-9,139.42266495287063,No,nonsignificant fit,Pine
MLES,244,NA,PIRA,F,TE,2,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465.54,5,0.407,465.54,NA,NA,NA,NA,NA,NA,225.39,NA,NA,NA,NA,NA,0,WET,12,381,MLES.PIRA.F,NA,233.09,225.39,7.700000000000017,0.0330344502123644,96.6965549787636,NA,225.39,1,225.39,0.10182689850481265,4.908585908709336e-224,0.9976330096053695,-6.556027551782242e-7,0.7262794629678861,-0.005185794482308825,14.988538011695907,912,19.3875,0.0037416454079390515,-8.779987080601113e-9,106.54864900838548,No,nonsignificant fit,Pine
MLES,259,NA,PIRA,G,TI,2,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.58,5,0.394,390.58,NA,NA,NA,NA,NA,NA,132.86,NA,NA,NA,NA,NA,0,WET,12,381,MLES.PIRA.G,NA,169.5716,132.86,36.711599999999976,0.21649615855485221,78.3503841445148,NA,132.86,1,132.86,0.37439769433844555,1.4449898417575524e-279,0.9994787711082819,2.6871601027135276e-6,0.14033500307500124,0.006979459963711521,15.257368421052632,912,19.3875,0.023378141273132768,6.115378630339272e-8,193.9786241156104,No,nonsignificant fit,Pine
MLES,260,NA,PIRA,G,TE,2,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.52,5,0.41,425.52,NA,NA,NA,NA,NA,NA,161.18,NA,NA,NA,NA,NA,0,WET,12,381,MLES.PIRA.G,NA,170.2767,161.18,9.096699999999998,0.0534230461360832,94.6576953863917,NA,161.18,1,161.18,0.12895710538315722,1.3086683883222933e-199,0.9953947372533476,-1.203599971200251e-6,0.5292930544531527,-0.003557389873464434,15.267368421052632,912,19.3875,0.006615840288475059,-2.2504786659866486e-8,164.00297803697728,No,nonsignificant fit,Pine
MLES,275,NA,PIRA,H,TI,2,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.21,5,0.41,375.21,NA,NA,NA,NA,NA,NA,166.15,NA,NA,NA,NA,NA,0,WET,12,381,MLES.PIRA.H,NA,171.1236,166.15,4.973600000000005,0.029064372184783423,97.0935627815217,NA,166.15,1,166.15,0.022241340149278557,3.8317744085845883e-87,0.9013789796320066,5.329061367509238e-6,0.0030294405824818323,0.04520964042284081,14.542397660818713,912,16.872500000000002,0.001109697271837262,9.690524482426786e-8,125.82606078844417,No,No,Pine
MLES,276,NA,PIRA,H,TE,2,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.54,5,0.398,402.54,NA,NA,NA,NA,NA,NA,160.92,NA,NA,NA,NA,NA,0,WET,12,381,MLES.PIRA.H,NA,168.5215,160.92,7.601500000000016,0.04510700415080578,95.4892995849194,NA,160.92,1,160.92,0.03249930496556052,2.99615365536107e-136,0.9741167257224193,2.855427556581718e-6,0.10979992080450951,0.009232926381488538,14.835964912280703,912,19.3875,0.0016765607192858677,5.3687027047007445e-8,150.14914243102166,No,nonsignificant fit,Pine
MLES,291,NA,PIRA,I,TI,2,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.75,5,0.412,362.75,NA,NA,NA,NA,NA,NA,164.65,NA,NA,NA,NA,NA,0,WET,12,381,MLES.PIRA.I,NA,171.2087,164.65,6.5586999999999875,0.0383082168137483,96.1691783186252,NA,164.65,1,164.65,0.0550775954592361,3.3609382574696584e-142,0.9779903161885924,5.353589171313743e-7,0.7796790563738574,-0.005450113096206577,15.360350877192984,912,19.3875,0.002764064517695012,9.791996291244247e-9,120.31582143941695,No,nonsignificant fit,Pine
MLES,292,NA,PIRA,I,TE,2,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.67,5,0.404,367.67,NA,NA,NA,NA,NA,NA,161.8,NA,NA,NA,NA,NA,0,WET,12,381,MLES.PIRA.I,NA,166.7455,161.8,4.945499999999981,0.02965897130657188,97.0341028693428,NA,161.8,1,161.8,0.03381905464756294,1.0862178257744379e-127,0.9673189757324585,-1.7223942208232293e-7,0.9226472404746372,-0.0058608759156679735,14.93421052631579,912,19.3875,0.0017324600916114145,-3.215787410463548e-9,127.23733003708281,No,nonsignificant fit,Pine
MLES,307,NA,PIRA,J,TI,2,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.67,5,0.409,383.67,NA,NA,NA,NA,NA,NA,155.65,NA,NA,NA,NA,NA,0,WET,12,381,MLES.PIRA.J,NA,167.5138,155.65,11.863799999999998,0.07082282176155037,92.917717823845,NA,155.65,1,155.65,0.1990407706338353,4.8035027840461815e-216,0.9970572161015299,9.774905800746383e-7,0.5831827292532163,-0.00412115231711252,15.138771929824562,912,19.3875,0.010580968999580087,1.8938648067861324e-8,146.49534211371667,No,nonsignificant fit,Pine
MLES,308,NA,PIRA,J,TE,2,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.25,5,0.405,311.25,NA,NA,NA,NA,NA,NA,119.84,NA,NA,NA,NA,NA,0,WET,12,381,MLES.PIRA.J,NA,161.7152,119.84,41.87520000000001,0.25894411904384995,74.105588095615,NA,119.84,1,119.84,0.32180634506923955,5.709456826178739e-196,0.9949145739973654,1.3911188710489746e-5,1.0237682445709781e-10,0.21495165576699582,14.059824561403508,912,16.872500000000002,0.02232057588804439,3.5166409589460766e-7,159.7212950600801,No,No,Pine
STCK,323,NA,PIRA,P,TI,2,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.56,5,0.397,246.56,NA,NA,NA,NA,NA,NA,169.2,NA,NA,NA,NA,NA,0,WET,12,380,STCK.PIRA.P,NA,175.1554,169.2,5.955399999999997,0.0340006645527343,96.5999335447266,NA,169.2,1,169.2,0.04528796145630857,1.0690247810441066e-159,0.986336417975866,4.718155854753846e-6,0.04960299851239395,0.016834064657411885,20.90105263157895,966,24.643749999999997,0.0023054529485910984,8.753843320710353e-8,45.721040189125304,No,No,Pine
STCK,324,NA,PIRA,P,TE,2,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.21,5,0.409,268.21,NA,NA,NA,NA,NA,NA,177.88,NA,NA,NA,NA,NA,0,WET,12,380,STCK.PIRA.P,NA,184.8742,177.88,6.994200000000006,0.03783221239091234,96.2167787609088,NA,177.88,1,177.88,0.11146762593899283,2.235693314043773e-174,0.9908408898369625,-5.255645954820513e-7,0.8267155575738692,-0.0056311023304913554,20.553508771929824,966,24.643749999999997,0.0053908225274816295,-9.263719146221442e-9,50.78142568023386,No,nonsignificant fit,Pine
STCK,339,NA,PIRA,Q,TI,2,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.55,5,0.41,317.55,NA,NA,NA,NA,NA,NA,217.53,NA,NA,NA,NA,NA,0,WET,12,380,STCK.PIRA.Q,NA,223.72,217.53,6.189999999999998,0.027668514214196308,97.2331485785804,NA,217.53,1,217.53,0.05424696450428456,2.411744998866213e-151,0.9828441692564962,7.282129742963514e-6,0.029910764410156047,0.02183672712573792,19.74245614035088,966,24.643749999999997,0.002150813141099495,1.0522977640371902e-7,45.97986484622811,No,No,Pine
STCK,340,NA,PIRA,Q,TE,2,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.79,5,0.409,255.79,NA,NA,NA,NA,NA,NA,183.27,NA,NA,NA,NA,NA,0,WET,12,380,STCK.PIRA.Q,NA,189.2411,183.27,5.9710999999999785,0.03155287091440485,96.8447129085595,NA,183.27,1,183.27,0.03621505699954384,2.359441435994001e-122,0.9622044411249322,3.2988984088112844e-6,0.1849857832165012,0.004517902705217458,20.398011695906433,966,24.643749999999997,0.0017008311017553295,5.6466900873706637e-8,39.570033284225445,No,nonsignificant fit,Pine
STCK,355,NA,PIRA,R,TI,2,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.34,5,0.401,204.34,NA,NA,NA,NA,NA,NA,152.54,NA,NA,NA,NA,NA,1,WET,12,380,STCK.PIRA.R,NA,178.641,152.54,26.101,0.1461086760598071,85.3891323940193,NA,152.54,1,152.54,0.26976619099047244,3.9933454902478016e-200,0.9954589731418807,3.213235894112497e-6,0.4818361252512454,-0.0029682007558593515,19.16964912280702,966,24.643749999999997,0.015310567608425299,6.646597452758921e-8,33.95830601809362,No,nonsignificant fit,Pine
STCK,356,NA,PIRA,R,TE,2,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.77,5,0.412,259.77,NA,NA,NA,NA,NA,NA,189.95,NA,NA,NA,NA,NA,0,WET,12,380,STCK.PIRA.R,NA,195.2049,189.95,5.2549000000000206,0.026919918506144162,97.3080081493856,NA,189.95,1,189.95,0.19162587371301001,2.4254531925450873e-207,0.9962696185898721,1.4948376413003104e-6,0.760476809583432,-0.005362500331857589,18.752280701754387,966,24.643749999999997,0.008726819392694459,2.4811262334142507e-8,36.75704132666491,No,nonsignificant fit,Pine
STCK,371,NA,PIRA,S,TI,2,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.5,5,0.386,172.5,NA,NA,NA,NA,NA,NA,143.23,NA,NA,NA,NA,NA,0,WET,12,380,STCK.PIRA.S,NA,173.3333,143.23,30.10330000000002,0.1736729180140228,82.6327081985977,NA,143.23,1,143.23,0.011106510667914052,7.359555977148595e-46,0.6966921362866294,1.3245151558787365e-4,2.0173430090601492e-113,0.9517922218095409,20.79923976608187,966,24.643749999999997,6.696253134631026e-4,2.910476869084341e-6,20.435662919779386,No,No,Pine
STCK,372,NA,PIRA,S,TE,2,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.69,5,0.419,212.69,NA,NA,NA,NA,NA,NA,165.02,NA,NA,NA,NA,NA,0,WET,12,380,STCK.PIRA.S,NA,168.6332,165.02,3.6131999999999778,0.021426385788800652,97.8573614211199,NA,165.02,1,165.02,0.0036248686010515504,6.715872088260247e-10,0.1976483231894316,2.8759833921302893e-6,0.29125048834513095,7.10264070391986e-4,20.199590643274853,966,24.643749999999997,1.888132226654728e-4,5.45983484276379e-8,28.887407586959146,No,nonsignificant fit,Pine
STCK,387,NA,PIRA,T,TI,2,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.45,5,0.403,219.45,NA,NA,NA,NA,NA,NA,153.83,NA,NA,NA,NA,NA,0,WET,12,380,STCK.PIRA.T,NA,159.4277,153.83,5.597699999999975,0.0351112134215069,96.4888786578493,NA,153.83,1,153.83,0.08183872873016955,9.221758994240285e-198,0.995156899904567,-4.51477668178668e-6,0.014283212429006287,0.029287283993268964,21.61824561403509,966,28.591875,0.004565696312569332,-9.17988868936222e-8,42.65747903529869,No,No,Pine
STCK,388,NA,PIRA,T,TE,2,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.25,5,0.395,292.25,NA,NA,NA,NA,NA,NA,166.08,NA,NA,NA,NA,NA,0,WET,12,380,STCK.PIRA.T,NA,171.8589,166.08,5.778899999999993,0.033625840733299196,96.6374159266701,NA,166.08,1,166.08,0.08569448004416004,2.0951975417019267e-193,0.9945464781416593,-5.816569467441781e-6,0.002960001624804828,0.045449343415823074,21.45619883040936,966,28.591875,0.004437778745197314,-1.0978239786140481e-7,75.96941233140655,No,No,Pine
DRO,5,NA,PIRA,A,TI,3,2018-06-11,2019-12-02,0,0,1,NA,0,NA,NA,NA,NA,NA,136.2,5,0.43,136.2,NA,NA,NA,NA,NA,NA,115.1,NA,NA,NA,NA,NA,0,DRY,18,539,DRO.PIRA.A,NA,163.5546,115.1,48.4546,0.2962594754290005,70.374052457099907,NA,115.1,1,115.1,-0.00842385412916667,8.857119031898921e-44,0.6790480569443961,3.2984376125356893e-7,0.8380671517207295,-0.005667857787247987,25.838771929824564,996.34405,25.64754684041013,-6.351914068382518e-4,9.064733610851392e-9,18.33188531711555,No,nonsignificant fit,Pine
DRO,6,NA,PIRA,A,TE,3,2018-06-11,2019-12-02,0,0,1,NA,1,NA,NA,NA,NA,NA,188.31,5,0.43,188.31,NA,NA,NA,NA,NA,NA,154.45,NA,NA,NA,NA,NA,0,DRY,18,539,DRO.PIRA.A,NA,169.2467,154.45,14.796700000000016,0.08742681541205835,91.2573184587942,NA,154.45,1,154.45,0.019742519499843885,7.435878630842025e-105,0.9391216836095806,3.3856601147182547e-6,0.04830140622194865,0.01709448817140191,28.869473684210526,994.81535,27.98572730408361,0.0010965712165749686,6.853787247616374e-8,21.922952411783758,No,No,Pine
MLRF,85,NA,PIRA,K,TI,3,2018-06-04,2019-12-04,1,0,1,NA,0,NA,NA,NA,NA,NA,185.7,5,0.46,185.7,NA,NA,NA,NA,NA,NA,147.11,NA,NA,NA,NA,NA,0,DRY,18,548,MLRF.PIRA.K,NA,165.3672,147.11,18.257199999999983,0.11040399789075454,88.9596002109245,NA,147.11,1,147.11,0.03943360909112699,4.891794599276555e-153,0.9836175121532021,7.695747234022513e-6,5.979284342489094e-7,0.13236222691704136,23.96216374269006,902.2343310179184,24.877155834419625,0.0021070759437039673,1.498709472329893e-7,26.232071239208736,No,No,Pine
MLRF,86,NA,PIRA,K,TE,3,2018-06-04,2019-12-04,0,0,1,NA,0,NA,NA,NA,NA,NA,197.71,5,0.45,197.71,NA,NA,NA,NA,NA,NA,159.8,NA,NA,NA,NA,NA,0,DRY,18,548,MLRF.PIRA.K,NA,169.7252,159.8,9.92519999999999,0.05847805747172482,94.1521942528275,NA,159.8,1,159.8,0.005013753089974689,1.4005778319451435e-28,0.5151351101442765,-9.259135526916347e-6,9.697302905605877e-8,0.15027054282982533,24.016900584795323,902.2343310179184,24.877155834419625,2.4708690706296037e-4,-1.663068841127701e-7,23.723404255319146,No,No,Pine
MLRF,101,NA,PIRA,L,TI,3,2018-06-04,2019-12-04,1,0,1,NA,0,NA,NA,NA,NA,NA,198.02,5,0.44,198.02,NA,NA,NA,NA,NA,NA,165.37,NA,NA,NA,NA,NA,0,DRY,18,548,MLRF.PIRA.L,NA,173.0223,165.37,7.652299999999997,0.04422724700804461,95.5772752991955,NA,165.37,1,165.37,0.004378664170686565,1.722377897294662e-30,0.5396051379362736,1.4934072527391608e-6,0.2966103313294259,5.651967287864101e-4,23.478771929824564,902.6921839735694,23.796753711115336,2.0943143612963232e-4,2.6033435579868702e-8,19.743605248835948,No,nonsignificant fit,Pine
MLRF,102,NA,PIRA,L,TE,3,2018-06-04,2019-12-04,0,0,1,NA,1,NA,NA,NA,NA,NA,226.33,5,0.46,226.33,NA,NA,NA,NA,NA,NA,187.21,NA,NA,NA,NA,NA,0,DRY,18,548,MLRF.PIRA.L,NA,194.9599,187.21,7.749899999999997,0.03975125141118761,96.0248748588812,NA,187.21,1,187.21,0.008848084815321263,7.971511611054259e-60,0.7925386379175722,5.81830225358318e-6,4.445471527876286e-4,0.0650884026428743,23.684444444444445,902.2343310179184,24.877155834419625,3.718623662844548e-4,8.912144623076004e-8,20.896319641044816,No,No,Pine
MLRF,118,NA,PIRA,M,TE,3,2018-06-04,2019-12-04,0,0,1,NA,0,NA,NA,NA,NA,NA,208.51,5,0.46,208.51,NA,NA,NA,NA,NA,NA,154.08,NA,NA,NA,NA,NA,0,DRY,18,548,MLRF.PIRA.M,NA,198.6064,154.08,44.526399999999995,0.2241941850816489,77.5805814918351,NA,154.08,1,154.08,0.13568255021959807,3.6560776402048882e-239,0.9984326368535976,9.811745506044006e-7,0.5486743340720207,-0.0037721265486931888,23.252514619883044,902.6921839735694,23.796753711115336,0.006942125608162437,1.829648820681676e-8,35.32580477673934,No,nonsignificant fit,Pine
MLRF,133,NA,PIRA,N,TI,3,2018-06-04,2019-12-04,1,1,1,NA,1,NA,NA,NA,NA,NA,228.33,5,0.45,228.33,NA,NA,NA,NA,NA,NA,185.21,NA,NA,NA,NA,NA,1,DRY,18,548,MLRF.PIRA.N,NA,192.356,185.21,7.145999999999987,0.037149867953170095,96.285013204683,NA,185.21,1,185.21,0.009283809969520771,2.2172626362639315e-61,0.8011372590018517,5.36408908729215e-6,0.0010257435582367034,0.05642391703904559,23.85923976608187,902.2343310179184,24.877155834419625,3.949624884541834e-4,8.317227591457996e-8,23.281680254845853,No,No,Pine
MLRF,149,NA,PIRA,O,TI,3,2018-06-04,2019-12-04,0,0,1,NA,1,NA,NA,NA,NA,NA,187.6,5,0.43,187.6,NA,NA,NA,NA,NA,NA,148.87,NA,NA,NA,NA,NA,0,DRY,18,548,MLRF.PIRA.O,NA,174.5455,148.87,25.6755,0.14709918044292175,85.2900819557078,NA,148.87,1,148.87,0.020096419228647074,7.240952988098582e-113,0.9510578092476996,2.1615883072932845e-6,0.18183301260257986,0.0046683739823643045,23.52263157894737,902.2343310179184,24.877155834419625,0.0010692222945256945,4.1915562785073925e-8,26.015987102841397,No,nonsignificant fit,Pine
MLRF,150,NA,PIRA,O,TE,3,2018-06-04,2019-12-04,1,0,1,NA,1,NA,NA,NA,NA,NA,184.46,5,0.44,184.46,NA,NA,NA,NA,NA,NA,148.28,NA,NA,NA,NA,NA,0,DRY,18,548,MLRF.PIRA.O,NA,164.5602,148.28,16.280200000000008,0.09893157640790426,90.1068423592096,NA,148.28,1,148.28,0.0068241327669377955,4.1745831870885935e-45,0.6904140501367739,-5.561660306718598e-6,0.0011251246690061043,0.05546542600036741,23.50766081871345,902.6921839735694,23.796753711115336,3.6398170567122803e-4,-1.0811589384857393e-7,24.399784192069063,No,No,Pine
PNW,165,NA,PIRA,U,TI,3,2018-06-05,2019-12-05,0,0,0,0,0,NA,1,NA,NA,1,135.62,5,0.41,135.62,NA,NA,NA,NA,NA,NA,131.48,NA,NA,NA,NA,NA,0,DRY,18,548,PNW.PIRA.U,NA,170.6386,131.48,39.15860000000001,0.2294826610157374,77.0517338984262,NA,131.48,1,131.48,0.0023721598966399073,1.0363980615695435e-7,0.15044378514673618,9.74296916067994e-7,0.5168205019772412,-0.0034317659798011046,38.733411764705885,972.4092952583428,46.42348526310349,1.4710199022042257e-4,2.2020081007272937e-8,3.1487678734408395,No,nonsignificant fit,Pine
PNW,166,NA,PIRA,U,TE,3,2018-06-05,2019-12-05,0,0,1,NA,1,NA,0,NA,NA,0,224.37,5,0.42,224.37,NA,NA,NA,NA,NA,NA,217.03,NA,NA,NA,NA,NA,0,DRY,18,548,PNW.PIRA.U,NA,228.18,217.03,11.150000000000006,0.0488649311946709,95.1135068805329,NA,217.03,1,217.03,0.0037456982744141732,6.475099408839894e-16,0.31717777461045005,3.1545659634715315e-6,0.057832575965746875,0.015337178737542811,39.94076023391813,972.4092952583428,46.42348526310349,1.3989069211154892e-4,4.293867476315451e-8,3.3820209187669925,No,nonsignificant fit,Pine
PNW,181,NA,PIRA,V,TI,3,2018-06-05,2019-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.69,5,0.42,131.69,NA,NA,NA,NA,NA,NA,127.12,NA,NA,NA,NA,NA,0,DRY,18,548,PNW.PIRA.V,NA,160.3281,127.12,33.2081,0.20712588747699248,79.2874112523007,NA,127.12,1,127.12,0.005455088199293981,5.900774222400582e-26,0.47940175690567977,4.120572635421993e-6,0.01009993539001477,0.03282018606491155,38.846959064327486,972.4092952583428,46.42348526310349,3.490467358077111e-4,9.609313751060947e-8,3.5950283196979176,No,No,Pine
PNW,182,NA,PIRA,V,TE,3,2018-06-05,2019-12-05,0,0,1,NA,1,NA,0,NA,NA,0,193.69,5,0.44,193.69,NA,NA,NA,NA,NA,NA,187.41,NA,NA,NA,NA,NA,0,DRY,18,548,PNW.PIRA.V,NA,189.6507,187.41,2.240700000000004,0.01181487861631939,98.8185121383681,NA,187.41,1,187.41,-0.006172529579762836,1.424885883065864e-30,0.5406320800325946,-3.901778385774152e-6,0.008855973217691045,0.03416500042859383,39.167719298245615,971.5815875715138,46.72605579898409,-2.6630763750317994e-4,-6.135303285585856e-8,3.3509417853903214,No,No,Pine
PNW,197,NA,PIRA,W,TI,3,2018-06-05,2019-12-05,0,0,1,NA,1,NA,0,NA,NA,0,224.34,5,0.42,224.34,NA,NA,NA,NA,NA,NA,215.69,NA,NA,NA,NA,NA,0,DRY,18,548,PNW.PIRA.W,NA,220.28,215.69,4.590000000000003,0.020837116397312526,97.9162883602688,NA,215.69,1,215.69,0.004372780857752759,3.95059958706912e-20,0.3905468430219431,2.698987208102551e-6,0.11344179451879571,0.008930114310679693,39.782865497076024,972.4092952583428,46.42348526310349,1.6440785957632688e-4,3.698440904419779e-8,4.010385275163432,No,nonsignificant fit,Pine
PNW,198,NA,PIRA,W,TE,3,2018-06-05,2019-12-05,0,0,1,NA,1,NA,0,NA,NA,0,171.3,5,0.41,171.3,NA,NA,NA,NA,NA,NA,165.8,NA,NA,NA,NA,NA,0,DRY,18,548,PNW.PIRA.W,NA,171.98,165.8,6.179999999999978,0.035934410978020574,96.4065589021979,NA,165.8,1,165.8,0.004768296493627283,6.4823627164718516e-24,0.4498301033899119,2.004747162021415e-6,0.17704674714444701,0.0049026311017006385,38.23046783625731,971.5815875715138,46.72605579898409,2.3466271671098e-4,3.595782751862558e-8,3.3172496984318456,No,nonsignificant fit,Pine
PNW,213,NA,PIRA,X,TI,3,2018-06-05,2019-12-05,0,0,1,NA,0,NA,0,NA,NA,0,163.72,5,0.42,163.72,NA,NA,NA,NA,NA,NA,158.23,NA,NA,NA,NA,NA,0,DRY,18,548,PNW.PIRA.X,NA,160.4759,158.23,2.245900000000006,0.01399524788457336,98.6004752115427,NA,158.23,1,158.23,-0.006471962704298702,6.791159058053875e-27,0.49247503952573757,-6.712851897186377e-6,9.879068961969797e-5,0.0806296906792513,35.09660818713451,970.1666666666669,41.64616833836732,-3.3596355501314525e-4,-1.2700365606781122e-7,3.469632812993749,No,No,Pine
PNW,229,NA,PIRA,Y,TI,3,2018-06-05,2019-12-05,0,0,1,NA,0,NA,0,NA,NA,0,177.92,5,0.42,177.92,NA,NA,NA,NA,NA,NA,171.33,NA,NA,NA,NA,NA,0,DRY,18,548,PNW.PIRA.Y,NA,173.8515,171.33,2.5214999999999748,0.014503757517191252,98.5496242482809,NA,171.33,1,171.33,0.003937354501164857,1.1425945800590713e-14,0.29388503833562263,7.136064511484768e-6,7.471897831782973e-5,0.08350458721424592,38.50912280701755,971.5815875715138,46.72605579898409,1.869680865061526e-4,1.2350220963018982e-7,3.846378334208822,No,No,Pine
MLES,261,NA,PIRA,G,TI,3,2018-06-04,2019-12-04,0,0,0,NA,0,NA,NA,NA,NA,NA,171.76,5,0.43,171.76,NA,NA,NA,NA,NA,NA,146.82,NA,NA,NA,NA,NA,0,DRY,18,548,MLES.PIRA.G,NA,171.6066,146.82,24.786599999999993,0.1444385006171091,85.5561499382891,NA,146.82,1,146.82,0.19134901360789106,5.286603639853407e-255,0.998982071420223,0.0034143328053375605,1.9057614249478874e-295,0.9996618554749305,29.68315789473684,907.3333333333331,30.32146054933828,0.010169956529249484,6.613810008187247e-5,16.98678654134314,No,No,Pine
MLES,262,NA,PIRA,G,TE,3,2018-06-04,2019-12-04,0,0,1,NA,1,NA,NA,NA,NA,NA,181.5,5,0.44,181.5,NA,NA,NA,NA,NA,NA,160.99,NA,NA,NA,NA,NA,0,DRY,18,548,MLES.PIRA.G,NA,165.7645,160.99,4.774499999999989,0.028802910152656264,97.1197089847344,NA,160.99,1,160.99,0.00520506875944973,1.1319123231568119e-18,0.36609249475112504,8.522192622457033e-6,3.5845179856101734e-7,0.13742968752692863,28.741754385964914,907,29.07232897632816,2.524725449263811e-4,1.5065794118399535e-7,12.739921734269203,No,No,Pine
MLES,277,NA,PIRA,H,TI,3,2018-06-04,2019-12-04,0,0,1,NA,1,NA,NA,NA,NA,NA,173.75,5,0.42,173.75,NA,NA,NA,NA,NA,NA,154.96,NA,NA,NA,NA,NA,0,DRY,18,548,MLES.PIRA.H,NA,175.7072,154.96,20.747199999999992,0.11807825746469122,88.1921742535309,NA,154.96,1,154.96,0.005375893152855051,4.2924176062076975e-32,0.5591977474214658,7.558273933811872e-6,2.6062916226207197e-5,0.09430668034717382,29.511929824561406,907.3333333333331,30.32146054933828,2.714169949866049e-4,1.390791516039835e-7,12.125709860609184,No,No,Pine
