site,SampleID,init_green_wt,Species.Code,block,termite_treatment_abbreviation,harvest,deployment_date,harvest_date,insect_present,termite_present,fungi_present,soil_present,root_present,fire_present_2021,fire_present_2019,Termite_Class,Fungi_Class,Fire_Class,Field_fresh_wt,Collar,fresh_volume,FW_Wood,Lab_As.,FW_Excess,FW_Carton,FW_Soil,Sawdust_FW,Post_drill_FW,DW_Wood,DW_Excess,DW_Carton,DW_Soil,damage_bag,init_drywt_fraction,termite.attack,season_condition,months,date_diff,station,dry.wet,init_dry_wt,harvest_dry_wt,mass.loss,pro.mass.loss,pct.mass.rem,FW_tot,DW_tot,wood_por,resp_dry_wt,deltaCO2,CO2.p,adj_r_CO2,deltaCH4,CH4.p,adj_r_CH4,mean_Tcham,mean_Pressure,mean_ib,CO2_resp_rate,CH4_resp_rate,FMC
MLRF,138,NA,PIRA,N,TE,5,2018-06-04,2020-12-04,1,0,1,1,1,NA,0,NA,NA,0,325.48,5,0.46,325.48,NA,NA,NA,NA,NA,NA,168.19,NA,NA,NA,NA,NA,0,DRY,30,914,MLRF.PIRA.N,NA,195.6726,168.19,27.48259999999999,0.14045195903769864,85.9548040962301,NA,168.19,1,168.19,0.31758228670170646,4.132864976886931e-291,0.9996194444812238,5.924410204715836e-6,0.0035779766940874902,0.04349018301065777,18.012573099415206,903.6666666666669,18.79573198288251,0.015170006123129859,1.0314011263511647e-7,93.51923419941734
MLRF,153,NA,PIRA,O,TI,5,2018-06-04,2020-12-04,1,0,1,1,1,NA,0,NA,NA,0,378.61,5,0.45,378.61,NA,NA,NA,NA,NA,NA,136.17,NA,NA,NA,NA,NA,0,DRY,30,914,MLRF.PIRA.O,NA,169.7666,136.17,33.596600000000024,0.197898762182903,80.2101237817097,NA,136.17,1,136.17,0.1920118023855799,5.768971237880667e-263,0.9991806074139904,-1.8669690642488999e-6,0.30134057180832746,4.3991875555249305e-4,17.173508771929825,903.6666666666669,18.79573198288251,0.011384584825107043,-4.034404040863303e-8,178.0421531908644
MLRF,154,NA,PIRA,O,TE,5,2018-06-04,2020-12-04,1,0,1,1,1,NA,0,NA,NA,0,340.44,5,0.47,340.44,NA,NA,NA,NA,NA,NA,166.18,NA,NA,NA,NA,NA,0,DRY,30,914,MLRF.PIRA.O,NA,230.05,166.18,63.870000000000005,0.27763529667463593,72.2364703325364,NA,166.18,1,166.18,0.3937514090287277,5.21664656019125e-310,0.9997726142389141,5.754313965489825e-6,0.0019343595345244157,0.049851160783090154,18.200701754385967,903.6666666666669,18.79573198288251,0.01898466652512853,1.011177509452831e-7,104.86219761704174
PNW,169,NA,PIRA,U,TI,5,2018-06-05,2020-12-04,0,1,0,1,0,NA,1,NA,NA,1,99.42,5,0.32,99.42,NA,NA,NA,NA,NA,NA,89.61,6.19,NA,NA,NA,NA,1,DRY,30,913,PNW.PIRA.U,NA,167.8244,89.61,78.2144,0.4660490369695944,57.0834753468506,NA,95.8,0.9353862212943633,89.61,0.005632689178486164,1.5764593821964284e-25,0.4733503564452126,4.924314205485791e-6,0.003461095106364427,0.04383320709629668,36.63122807017544,975,36.7819995820149,5.267827836390542e-4,1.6784736882210892e-7,10.94743890190827
PNW,170,NA,PIRA,U,TE,5,2018-06-05,2020-12-04,0,0,0,1,0,NA,1,NA,NA,1,157.24,5,0.44,157.24,NA,NA,NA,NA,NA,NA,152.08,NA,NA,NA,NA,NA,0,DRY,30,913,PNW.PIRA.U,NA,155.4213,152.08,3.3412999999999897,0.021498340317575453,97.8501659682425,NA,152.08,1,152.08,0.004286219310245397,2.096744787033335e-23,0.44218814191466793,1.5236374108991944e-6,0.30713764779419467,2.897807272271846e-4,33.98947368421052,975,36.7819995820149,2.3254222097047794e-4,3.0127427534016206e-8,3.3929510783797974
PNW,185,NA,PIRA,V,TI,5,2018-06-05,2020-12-04,0,1,0,1,0,NA,1,NA,NA,1,143.1,5,0.44,143.1,NA,NA,NA,NA,NA,NA,134.66,NA,NA,NA,NA,NA,1,DRY,30,913,PNW.PIRA.V,NA,165.3739,134.66,30.713899999999995,0.1857239866750436,81.4276013324956,NA,134.66,1,134.66,0.005629177046583266,1.0693992519621398e-35,0.6002625728798041,2.5627186982504337e-6,0.04289315350370639,0.018261248405697317,34.645964912280704,975,36.7819995820149,3.44174383340893e-4,5.7106766186191806e-8,6.267637011733253
PNW,186,NA,PIRA,V,TE,5,2018-06-05,2020-12-04,0,0,1,1,0,NA,0,NA,NA,0,177.74,5,0.44,177.74,NA,NA,NA,NA,NA,NA,171.73,NA,NA,NA,NA,NA,0,DRY,30,913,PNW.PIRA.V,NA,172.7636,171.73,1.033600000000007,0.005982741734948838,99.4017258265051,NA,171.73,1,171.73,0.009930539755682397,3.7622033249626963e-53,0.7512380961117923,3.047015624015109e-8,0.9832747696176537,-0.005914536224189915,31.89964912280702,975,36.7819995820149,4.803870835317543e-4,5.372125426506795e-10,3.499679729808432
PNW,201,NA,PIRA,W,TI,5,2018-06-05,2020-12-04,0,0,1,1,0,NA,1,NA,NA,1,158.21,5,0.44,158.21,NA,NA,NA,NA,NA,NA,151.1,NA,NA,NA,NA,NA,0,DRY,30,913,PNW.PIRA.W,NA,159.9479,151.1,8.84790000000001,0.05531738772437781,94.4682612275622,NA,151.1,1,151.1,2.653466772269625e-4,0.49435694883942904,-0.0031329456082853646,2.1841241270072844e-6,0.10351045300072166,0.009782580896673831,33.54819253438114,975.3538011695906,36.65945525481079,1.4515456710543611e-5,4.35459092366411e-8,4.705493050959639
PNW,202,NA,PIRA,W,TE,5,2018-06-05,2020-12-04,0,0,1,1,0,NA,1,NA,NA,1,168.84,5,0.43,168.84,NA,NA,NA,NA,NA,NA,161.02,NA,NA,NA,NA,NA,0,DRY,30,913,PNW.PIRA.W,NA,171.3013,161.02,10.281299999999987,0.06001880896408835,93.9981191035912,NA,161.02,1,161.02,0.0024343466052265594,3.1468959444882223e-13,0.2660342222719132,3.7874649002820907e-6,0.028676838758187335,0.022257475182797526,33.57421052631579,975,36.7819995820149,1.251623755729132e-4,7.097297268404725e-8,4.856539560303064
PNW,217,NA,PIRA,X,TI,5,2018-06-05,2020-12-04,0,1,1,1,0,NA,1,NA,NA,1,114.2,5,0.4,114.2,NA,NA,NA,NA,NA,NA,108.88,1.78,NA,NA,NA,NA,1,DRY,30,913,PNW.PIRA.X,NA,165.471,108.88,56.59100000000001,0.3419995044448877,66.8757667506693,NA,110.66,0.9839146936562443,108.88,0.004604546523627775,2.389095067595908e-23,0.44133197602290586,4.741447668416965e-6,0.001747422200964568,0.05090371609812128,37.27777777777778,975,36.7819995820149,3.480478713486048e-4,1.306219231428941e-7,4.8861131520940555
PNW,233,NA,PIRA,Y,TI,5,2018-06-05,2020-12-04,0,1,0,1,0,NA,0,NA,NA,0,161.72,5,0.43,161.72,NA,NA,NA,NA,NA,NA,150.67,NA,NA,NA,NA,NA,1,DRY,30,913,PNW.PIRA.Y,NA,172.6735,150.67,22.003500000000003,0.12742835466936156,87.2571645330638,NA,150.67,1,150.67,0.0074437345168344585,1.2100600609487241e-33,0.5795160636898786,4.083178795584373e-5,2.418345543542348e-53,0.7545864629588885,31.78929411764706,975.5,36.60881710307355,4.11616350693745e-4,8.229115070336694e-7,7.333908541846427
MLES,249,NA,PIRA,F,TI,5,2018-06-04,2020-12-04,0,0,1,1,1,NA,0,NA,NA,0,205.97,5,0.51,205.97,NA,NA,NA,NA,NA,NA,117.71,NA,NA,NA,NA,NA,0,DRY,30,914,MLES.PIRA.F,NA,225.65,117.71,107.94000000000001,0.47835142920452034,52.164857079548,NA,117.71,1,117.71,0.36229415340677323,1.917949858961159e-289,0.999601763656796,-2.0693834449317076e-6,0.32135977162629464,-6.35307098761917e-5,19.158830409356725,907.6485419313624,21.628797732585777,0.02448582323492986,-5.0973839853942376e-8,74.98088522640388
MLES,250,NA,PIRA,F,TE,5,2018-06-04,2020-12-04,0,0,1,1,1,NA,0,NA,NA,0,211.72,5,0.47,211.72,NA,NA,NA,NA,NA,NA,129.07,NA,NA,NA,NA,NA,0,DRY,30,914,MLES.PIRA.F,NA,170.3502,129.07,41.28020000000001,0.24232551532079216,75.7674484679208,NA,129.07,1,129.07,0.5724228163774684,4.323634310431648e-296,0.9996677396833301,1.984181726545341e-6,0.2751022175676817,0.0011685578158263654,19.478830409356725,907.6485419313624,21.628797732585777,0.03553527176493979,4.4892846780083014e-8,64.03501975672117
MLES,265,NA,PIRA,G,TI,5,2018-06-04,2020-12-04,1,0,1,1,0,NA,0,NA,NA,0,200.95,5,0.46,200.95,NA,NA,NA,NA,NA,NA,102.35,NA,NA,NA,NA,NA,0,DRY,30,914,MLES.PIRA.G,NA,169.0456,102.35,66.69560000000001,0.39454206438972683,60.5457935610273,NA,102.35,1,102.35,0.2726782180142557,2.8817567884341926e-273,0.9993811548497629,3.611714306285938e-6,0.05221312097388823,0.016332724978524116,23.608859649122806,907.6485419313624,21.628797732585777,0.02109276732700933,1.0182384667477053e-7,96.33610161211529
MLES,266,NA,PIRA,G,TE,5,2018-06-04,2020-12-04,1,0,1,1,0,NA,0,NA,NA,0,223.79,5,0.44,223.79,NA,NA,NA,NA,NA,NA,81.69,NA,NA,NA,NA,NA,0,DRY,30,914,MLES.PIRA.G,NA,166.1999,81.69,84.50990000000002,0.5084834587746443,49.1516541225356,NA,81.69,1,81.69,0.37814384620923086,1.284528059967157e-289,0.9996036483995259,-5.517248662009768e-6,0.021494363292471525,0.025150661932717533,18.908304093567253,907.6485419313624,21.628797732585777,0.03739097998693156,-1.9883158017159003e-7,173.9502999143102
MLES,281,NA,PIRA,H,TI,5,2018-06-04,2020-12-04,1,0,1,1,0,NA,0,NA,NA,0,217.69,5,0.46,217.69,NA,NA,NA,NA,NA,NA,155.79,NA,NA,NA,NA,NA,0,DRY,30,914,MLES.PIRA.H,NA,224.2,155.79,68.41,0.3051293487957181,69.4870651204282,NA,155.79,1,155.79,0.12398267237862133,1.2070897800160984e-230,0.998023112757057,3.608731130149313e-6,0.04192691511559817,0.01848578921102695,18.233216374269006,908.2949840126944,20.268254854336313,0.006421562884362323,6.812198088461158e-8,39.73297387508827
MLES,282,NA,PIRA,H,TE,5,2018-06-04,2020-12-04,0,0,1,1,1,NA,0,NA,NA,0,190.98,5,0.45,190.98,NA,NA,NA,NA,NA,NA,133.41,NA,NA,NA,NA,NA,0,DRY,30,914,MLES.PIRA.H,NA,160.686,133.41,27.27600000000001,0.1697472088420896,83.025279115791,NA,133.41,1,133.41,0.17295989392084976,9.702190259821932e-245,0.9986535807861373,-3.1865745073875396e-7,0.8776462538434355,-0.005775674887009474,19.030526315789476,907.6485419313624,21.628797732585777,0.010446435448243778,-7.0145495530102804e-9,43.1526872048572
MLES,297,NA,PIRA,I,TI,5,2018-06-04,2020-12-04,0,0,1,1,0,NA,0,NA,NA,0,245.1,5,0.47,245.1,NA,NA,NA,NA,NA,NA,114.4,NA,NA,NA,NA,NA,0,DRY,30,914,MLES.PIRA.I,NA,191.1402,114.4,76.74019999999999,0.4014864481673661,59.8513551832634,NA,114.4,1,114.4,0.40718715626275015,2.994523362537675e-291,0.9996208927162754,-6.343686850503997e-6,3.248263535183511e-4,0.06833693905144156,19.638538011695907,907.6485419313624,21.628797732585777,0.028503559769933552,-1.6184517732315293e-7,114.24825174825173
MLES,313,NA,PIRA,J,TI,5,2018-06-04,2020-12-04,0,1,0,1,0,NA,0,NA,NA,0,58.91,5,0.31,58.91,NA,NA,NA,NA,NA,NA,27.44,3.06,NA,NA,NA,NA,1,DRY,30,914,MLES.PIRA.J,NA,167.9603,27.44,140.5203,0.8366280603213974,18.1590530619438,NA,30.5,0.8996721311475411,27.44,0.14614774497804014,4.0081518539439356e-233,0.9981522323107295,2.1953041495668108e-4,3.1324005120481267e-173,0.9905502531161975,19.640818713450294,907.1637103703638,23.149814899039015,0.04402729314040276,2.4103358498650846e-5,114.68658892128278
MLES,314,NA,PIRA,J,TE,5,2018-06-04,2020-12-04,1,0,1,1,0,NA,0,NA,NA,0,165.34,5,0.44,165.34,NA,NA,NA,NA,NA,NA,121.4,5.93,NA,NA,NA,NA,0,DRY,30,914,MLES.PIRA.J,NA,189.8827,121.4,68.4827,0.3606579219697213,67.0571884642466,NA,127.33000000000001,0.9534281002120474,121.4,0.09372751601987259,6.930804386668046e-203,0.9957880264450494,1.997307221540411e-6,0.32390083237246436,-1.2451198899254834e-4,18.542865497076026,907.6485419313624,21.628797732585777,0.006244114806166694,4.8495522150523716e-08,36.19439868204283
STCK,329,NA,PIRA,P,TI,5,2018-06-05,2020-12-04,0,1,1,1,0,NA,1,NA,NA,1,152.14,5,0.41,152.14,NA,NA,NA,NA,NA,NA,133.83,7.72,NA,NA,NA,NA,1,DRY,30,913,STCK.PIRA.P,NA,196.1442,133.83,62.3142,0.31769585845515697,72.1662939816727,NA,141.55,0.9454609678558813,133.83,0.007186396428828615,7.152927622282043e-43,0.6710375808515121,9.786267309858684e-6,1.1286813495449672e-8,0.17105158340462912,35.66725146198831,962,31.93512254247989,4.374301069476246e-4,2.171038722849361e-7,13.681536277366787
STCK,330,NA,PIRA,P,TE,5,2018-06-05,2020-12-04,0,0,1,1,1,NA,0,NA,NA,0,163.43,5,0.43,163.43,NA,NA,NA,NA,NA,NA,153.07,NA,NA,NA,NA,NA,0,DRY,30,913,STCK.PIRA.P,NA,158.9936,153.07,5.923599999999993,0.037256845558563324,96.2743154441437,NA,153.07,1,153.07,0.0036057393140853542,1.1783269195653181e-11,0.23441810494841964,5.3171886624934164e-6,6.860943941739535e-4,0.06059220696638157,32.210058479532165,962,31.969445863807188,1.9327769271990463e-4,1.0387773532341768e-7,6.768145293003211
STCK,345,NA,PIRA,Q,TI,5,2018-06-05,2020-12-04,0,1,0,1,0,NA,0,NA,NA,0,77.76,5,0.2,77.76,NA,NA,NA,NA,NA,NA,44.91,18.6,NA,NA,NA,NA,1,DRY,30,913,STCK.PIRA.Q,NA,170.6437,44.91,125.7337,0.7368200525422269,37.2178990493057,NA,63.51,0.7071327350023618,44.91,0.0027818491852063905,1.243668187327789e-12,0.25418854922007805,-7.60148318813957e-7,0.6504903580221744,-0.004692409324849045,33.11842105263158,962,31.93512254247989,5.30433326612058e-4,-5.282610080392015e-8,73.14629258517037
STCK,346,NA,PIRA,Q,TE,5,2018-06-05,2020-12-04,0,0,1,1,1,NA,0,NA,NA,0,186.76,5,0.44,186.76,NA,NA,NA,NA,NA,NA,172.84,NA,NA,NA,NA,NA,0,DRY,30,913,STCK.PIRA.Q,NA,177.3625,172.84,4.522500000000008,0.025498625695961705,97.4501374304038,NA,172.84,1,172.84,0.002407973456212489,2.165107011336765e-10,0.20810267715487407,-3.6386108912821944e-8,0.983511600391378,-0.005914610007661469,31.95824561403509,962,31.93512254247989,1.1417187051984115e-4,-6.287761085722809e-10,8.053691275167777
STCK,361,NA,PIRA,R,TI,5,2018-06-05,2020-12-04,0,1,0,1,0,NA,0,NA,NA,0,175.97,5,0.4,175.97,NA,NA,NA,NA,NA,NA,157.75,NA,NA,NA,NA,NA,1,DRY,30,913,STCK.PIRA.R,NA,228.51,157.75,70.75999999999999,0.3096582206467988,69.0341779353201,NA,157.75,1,157.75,0.0025375005240608614,8.814615130088394e-8,0.15287178914625688,1.9793756397813658e-6,0.29660400027689054,5.725768347693005e-4,34.286686390532545,962,31.93512254247989,1.3189014424412976e-4,3.749621399562288e-8,11.549920760697304
STCK,362,NA,PIRA,R,TE,5,2018-06-05,2020-12-04,0,0,1,1,1,NA,0,NA,NA,0,150.07,5,0.43,150.07,NA,NA,NA,NA,NA,NA,141.63,NA,NA,NA,NA,NA,0,DRY,30,913,STCK.PIRA.R,NA,162.2729,141.63,20.642899999999997,0.1272110130527032,87.2788986947297,NA,141.63,1,141.63,0.004594360285117937,1.9977852463343865e-29,0.5261245296834269,1.3125686994507911e-6,0.42519009189277135,-0.002127964541132954,31.75198830409357,961.6681572618816,32.29395492601446,2.6647067443672445e-4,2.7745937962404654e-8,5.959189437266114
STCK,377,NA,PIRA,S,TI,5,2018-06-05,2020-12-04,0,0,1,1,1,NA,0,NA,NA,0,175.02,5,0.43,175.02,NA,NA,NA,NA,NA,NA,160.89,NA,NA,NA,NA,NA,0,DRY,30,913,STCK.PIRA.S,NA,167.3839,160.89,6.493900000000025,0.03879644338553483,96.1203556614465,NA,160.89,1,160.89,0.0026132183742527647,2.6263938027821017e-14,0.2869900813517575,3.831631746945598e-6,0.011710423714394748,0.031309481951987794,31.67093567251462,961.0382185047754,32.97512826424958,1.333696975566806e-4,7.127188111096347e-8,8.782397911616648
STCK,378,NA,PIRA,S,TE,5,2018-06-05,2020-12-04,0,0,1,1,1,NA,0,NA,NA,0,165.62,5,0.43,165.62,NA,NA,NA,NA,NA,NA,155.74,NA,NA,NA,NA,NA,0,DRY,30,913,STCK.PIRA.S,NA,167.0086,155.74,11.268599999999992,0.0674731720402422,93.2526827959758,NA,155.74,1,155.74,0.0022935042119667775,4.349916849939344e-10,0.20167398734156539,-1.3398852809148584e-7,0.9402304267429928,-0.005883597834926979,33.21473684210526,962,31.93512254247989,1.204343340922057e-4,-2.5643150738598355e-9,6.343906510851416
STCK,393,NA,PIRA,T,TI,5,2018-06-05,2020-12-04,0,1,1,1,0,NA,0,NA,NA,0,29.1,5,0.1,29.1,NA,NA,NA,NA,NA,NA,27.69,NA,NA,NA,NA,NA,1,DRY,30,913,STCK.PIRA.T,NA,173.0156,27.69,145.3256,0.8399566281884409,16.0043371811559,NA,27.69,1,27.69,0.0017730220558238585,2.218004407576067e-7,0.14216238419008898,2.1581803345563405e-6,0.21262050382117453,0.003314255610985417,31.807543859649122,962,31.93512254247989,5.613719524948721e-4,2.4904469701936874e-7,5.092091007583965
STCK,394,NA,PIRA,T,TE,5,2018-06-05,2020-12-04,0,0,1,1,0,NA,0,NA,NA,0,148.07,5,0.43,148.07,NA,NA,NA,NA,NA,NA,140.19,NA,NA,NA,NA,NA,0,DRY,30,913,STCK.PIRA.T,NA,164.7545,140.19,24.56450000000001,0.1490975967272518,85.0902403272748,NA,140.19,1,140.19,0.002817068183454882,9.277948268731852e-13,0.2567292582792021,8.998464012268115e-7,0.6833132331016845,-0.004924154715534312,32.45578947368421,962,31.93512254247989,1.6474356708560104e-4,1.9179288240567583e-8,5.620943005920533
DRO,11,NA,PIRA,A,TI,6,2018-06-11,2021-06-07,0,0,1,0,1,0,NA,0,4,0,96.6,5,NA,90.11,5,0,0,0,NA,NA,23.35,0,0,0,NA,NA,1,WET,36,1092,DRO.PIRA.A,NA,168.3044,23.35,144.9544,0.8612632824810285,13.8736717518972,90.11,23.35,1,23.35,0.11390853865169107,6.5521194370258e-216,0.9970463849577611,2.1893752849963516e-6,0.18612904925757115,0.004464066546998047,23.89526315789474,1004.567,21.670819760368413,NA,NA,285.9100642398286
DRO,12,NA,PIRA,A,TE,6,2018-06-11,2021-06-07,0,0,1,0,1,0,NA,0,4,0,95.77,5,0.43,84.9,4,0,0,0,NA,NA,26.81,0,0,0,NA,NA,0,WET,36,1092,DRO.PIRA.A,NA,191.6711,26.81,164.8611,0.8601249745005898,13.987502549941,84.9,26.81,1,26.81,0.0906928115775075,1.0114607958963208e-211,0.996689284745175,2.585187318504871e-6,0.13060417827306267,0.007633549198364786,23.93233918128655,1004.4635,22.21294144589176,0.029788458144612364,3.0947115170545417e-7,216.67288325251772
DRO,27,NA,PIRA,B,TI,6,2018-06-11,2021-06-07,0,0,1,1,1,0,NA,0,2,0,347.72,5,0.48,332.85,2A,0,0,0,NA,NA,108.97,0,0,0,NA,NA,0,WET,36,1092,DRO.PIRA.B,NA,189.6337,108.97,80.6637,0.425365850057242,57.4634149942758,332.85,108.97,1,108.97,0.5720592255261954,1.6390522237375651e-301,0.9997133699547609,2.829898960807272e-6,0.11603340373676187,0.008721026633925377,23.918479532163744,1004.567,21.670819760368413,0.04576489126364696,8.251166790012227e-8,205.45104157107463
DRO,28,NA,PIRA,B,TE,6,2018-06-11,2021-06-07,0,0,1,0,1,0,NA,0,3,0,247.22,5,0.52,240.41,3,0,0,0,NA,NA,66.88,0,0,0,NA,NA,0,WET,36,1092,DRO.PIRA.B,NA,166.6237,66.88,99.74370000000002,0.598616523339717,40.1383476660283,240.41,66.88,1,66.88,0.1981985580915358,4.942184830577198e-254,0.9989547857724189,2.9424004607966154e-6,0.076691833680338925,0.012617170222637641,23.856374269005848,1004.567,21.670819760368413,0.025627697895555433,1.3866404995035664e-7,259.46471291866027
DRO,43,NA,PIRA,C,TI,6,2018-06-11,2021-06-07,0,1,1,0,1,0,NA,4,4,0,47.89,5,NA,14.44,5,30.39,0,0,NA,NA,5.48,17.55,0,0,NA,NA,1,WET,36,1092,DRO.PIRA.C,NA,160.4611,5.48,154.9811,0.9658484205829326,14.3523882112238,44.83,23.03,0.23795049934867565,23.03,0.09843553123575023,2.3218022281450176e-232,0.9981134190333145,2.4193606451177303e-6,0.16503244325489916,0.005524038132268871,23.9587134502924,1004.567,21.670819760368413,NA,NA,163.50364963503648
DRO,44,NA,PIRA,C,TE,6,2018-06-11,2021-06-07,0,0,1,0,1,0,NA,0,4,0,101.13,5,NA,84.85,4,0,0,0,NA,NA,24.16,0,0,0,NA,NA,0,WET,36,1092,DRO.PIRA.C,NA,164.0899,24.16,139.9299,0.8527636374938372,14.7236362506163,84.85,24.16,1,24.16,0.12680777041783708,2.564931689730183e-222,0.9975195585365755,3.6837065303557744e-7,0.8274016382246644,-0.0056333988499004395,23.932573099415205,1004.567,21.670819760368413,NA,NA,251.20033112582783
DRO,59,NA,PIRA,D,TI,6,2018-06-11,2021-06-07,0,0,1,1,1,0,NA,0,1,0,354.08,5,0.5,336.8,2,0,0,0,NA,NA,123.89,0,0,0,NA,NA,0,WET,36,1092,DRO.PIRA.D,NA,196.2283,123.89,72.33829999999999,0.36864356466422016,63.135643533578,336.8,123.89,1,123.89,0.3754822192622462,2.747085874494304e-286,0.9995659994023998,1.0385940912491051e-6,0.535979652179448,-0.0036330703700204747,23.888187134502925,1004.567,21.670819760368413,0.026315255238759643,2.6528766275285477e-8,171.85406408911132
DRO,60,NA,PIRA,D,TE,6,2018-06-11,2021-06-07,1,0,1,1,1,0,NA,0,3,0,255.52,5,0.48,242.07,2,0,0,0,NA,NA,45,0,0,0,NA,NA,0,WET,36,1092,DRO.PIRA.D,NA,162.4446,45,117.44460000000001,0.7229824814121245,27.7017518587875,242.07,45,1,45,0.12982761345909186,1.8106964855717677e-230,0.9980136033665465,2.2064415484680553e-6,0.19255628255585205,0.004168351576723572,23.92076023391813,1004.4635,22.21294144589176,0.025148082145200853,1.557697843915667e-7,437.93333333333334
DRO,75,NA,PIRA,E,TI,6,2018-06-11,2021-06-07,0,0,0,1,1,0,NA,0,1,0,444.19,5,0.47,421.82,2,0,0,0,NA,NA,146.55,0,0,0,NA,NA,0,WET,36,1092,DRO.PIRA.E,NA,172.4667,146.55,25.91669999999999,0.15027074791829373,84.9729252081706,421.82,146.55,1,146.55,0.18654902080783314,1.860847109869989e-257,0.999047900421159,1.2168886648912384e-6,0.4582611009093629,-0.00263829630505219,23.948596491228074,1004.567,21.670819760368413,0.011118670767184495,2.643405187650301e-8,187.83350392357553
DRO,76,NA,PIRA,E,TE,6,2018-06-11,2021-06-07,1,0,1,1,1,0,NA,0,3,0,398.81,5,0.48,363.6,2A,0,0,0,NA,NA,124.69,0,0,0,NA,NA,0,WET,36,1092,DRO.PIRA.E,NA,166.0245,124.69,41.33449999999999,0.24896626702685443,75.1033732973146,363.6,124.69,1,124.69,0.4844229236566114,7.954711984226716e-299,0.9996916038027289,4.1851153190792045e-6,0.014465964588189696,0.029158076965755675,23.914093567251463,1004.4635,22.21294144589176,0.033865158925179724,1.066323195101575e-7,191.60317587617294
MLRF,91,NA,PIRA,K,TI,6,2018-06-04,2021-06-09,0,0,1,1,0,0,NA,0,2,0,398.15,5,0.47,394.5,2A,0,0,0,NA,NA,117.31,0,0,0,NA,NA,0,WET,36,1101,MLRF.PIRA.K,NA,175.189,117.31,57.87899999999999,0.33038033209847645,66.9619667901523,394.5,117.31,1,117.31,0.16823722202222385,3.74902333739959e-208,0.9963511392167026,8.678042575668236e-7,0.7243903014650943,-0.005175237717272241,19.62076023391813,904.599904622115,19.007944299712523,0.011446779135278097,2.151968879658419e-8,236.28846645639757
MLRF,91-15,NA,PIRA,K,TI,6,2018-06-04,2021-06-09,0,0,1,1,0,0,NA,0,2,0,398.15,5,0.47,394.5,2A,0,0,0,NA,NA,117.31,0,0,0,NA,NA,0,WET,36,1101,MLRF.PIRA.K,NA,175.189,117.31,57.87899999999999,0.33038033209847645,66.9619667901523,394.5,117.31,1,117.31,0.0938434658122744,2.8226997119223024e-177,0.9915364931608059,1.2128086975302424e-6,0.598059865476213,-0.0042593271933815124,18.857602339181287,908.415345919206,20.041626331198255,0.006428752704607479,3.0280844257391126e-8,236.28846645639757
MLRF,91-25,NA,PIRA,K,TI,6,2018-06-04,2021-06-09,0,0,1,1,0,0,NA,0,2,0,398.15,5,0.47,394.5,2A,0,0,0,NA,NA,117.31,0,0,0,NA,NA,0,WET,36,1101,MLRF.PIRA.K,NA,175.189,117.31,57.87899999999999,0.33038033209847645,66.9619667901523,394.5,117.31,1,117.31,0.1559955127558984,2.042192341976383e-231,0.9980642461400376,-3.0988096095206956e-6,0.09328473277137952,0.010758499990445869,24.630701754385967,906.1260811409512,20.940988098705613,0.010452894457241983,-7.567847096406338e-8,236.28846645639757
MLRF,91-35,NA,PIRA,K,TI,6,2018-06-04,2021-06-09,0,0,1,1,0,0,NA,0,2,0,398.15,5,0.47,394.5,2A,0,0,0,NA,NA,117.31,0,0,0,NA,NA,0,WET,36,1101,MLRF.PIRA.K,NA,175.189,117.31,57.87899999999999,0.33038033209847645,66.9619667901523,394.5,117.31,1,117.31,0.2718100062399499,1.3439076040884053e-252,0.9989131216143914,-1.9954832361333323e-6,0.42782034694179727,-0.0021707400470407645,30.789590643274853,906.736551748486,21.0227482593881,0.01785630793850674,-4.7777927314651544e-8,236.28846645639757
MLRF,107,NA,PIRA,L,TI,6,2018-06-04,2021-06-09,0,0,1,1,1,0,NA,0,1,0,406.15,5,0.48,397.68,2,0,0,0,NA,NA,137.63,0,0,0,NA,NA,0,WET,36,1101,MLRF.PIRA.L,NA,199.1849,137.63,61.5549,0.3090339679363245,69.0966032063675,397.68,137.63,1,137.63,0.27863530539755615,6.860910783700459e-244,0.9986220494988202,2.4348933208528505e-6,0.3416323742149979,-5.331525061385012e-4,20.353684210526318,904.531628304167,19.255273908594134,0.016084563972155685,5.1227844411555313e-8,188.94863038581707
MLRF,108,NA,PIRA,L,TE,6,2018-06-04,2021-06-09,1,0,1,1,1,0,NA,0,2,0,465.29,5,0.47,456.3,2A,0,0,0,NA,NA,131.46,0,0,0,NA,NA,0,WET,36,1101,MLRF.PIRA.L,NA,169.3445,131.46,37.8845,0.22371260950311347,77.6287390496886,456.3,131.46,1,131.46,0.15562278853769185,3.3380554401382907e-218,0.9972252773982211,-2.6273285813687783e-6,0.2780939447167733,0.001081141025055632,21.07315789473684,904.599904622115,19.007944299712523,0.00940213889276229,-5.7852330051323156e-8,247.10178000912828
MLRF,123,NA,PIRA,M,TI,6,2018-06-04,2021-06-09,1,1,1,1,1,0,NA,0,3,0,310.57,5,0.46,286.12,4,9.9,0,0,NA,NA,87.18,2.67,0,0,NA,NA,1,WET,36,1101,MLRF.PIRA.M,NA,179.2884,87.18,92.10839999999999,0.5137443359414217,50.1147871251012,296.02,89.85000000000001,0.9702838063439065,87.18,0.5332900203998371,2.279262781772447e-280,0.9994900394841292,-2.8115343077225053e-6,0.17538384115545722,0.0049857233008772095,20.29187134502924,904.599904622115,19.007944299712523,0.048813279563717255,-9.379310496265382e-8,228.19454003211743
