site,SampleID,init_green_wt,Species.Code,block,termite_treatment_abbreviation,harvest,deployment_date,harvest_date,insect_present,termite_present,fungi_present,soil_present,root_present,fire_present_2021,fire_present_2019,Termite_Class,Fungi_Class,Fire_Class,Field_fresh_wt,Collar,fresh_volume,FW_Wood,Lab_As.,FW_Excess,FW_Carton,FW_Soil,Sawdust_FW,Post_drill_FW,DW_Wood,DW_Excess,DW_Carton,DW_Soil,damage_bag,init_drywt_fraction,termite.attack,season_condition,months,date_diff,station,dry.wet,init_dry_wt,harvest_dry_wt,mass.loss,pro.mass.loss,pct.mass.rem,FW_tot,DW_tot,wood_por,resp_dry_wt,deltaCO2,CO2.p,adj_r_CO2,deltaCH4,CH4.p,adj_r_CH4,mean_Tcham,mean_Pressure,mean_ib,CO2_resp_rate,CH4_resp_rate,FMC,CO2_resp_outlier,CH4_resp_outlier,Dataset
DRO,423,414.76,DYPA,D,TI,1,2018-06-06,2019-06-19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,168.33183105763294,5,0.405,161.07,1,0,NA,NA,2.41,157.2,108.69,12.59,NA,NA,NA,0.537652108357073,1,WET,12,378,DRO.DYPA.D,0.691412213740458,222.99658846218,111.365765267176,111.630823195004,0.500594309378579,49.9405690621421,161.07,123.955765267176,0.8984315092334484,111.365765267176,0.28078067895456854,1.1934592787025336e-216,0.9971053125185618,9.599798641611206e-5,7.756023623636166e-100,0.9302045966849231,23.791812865497075,1005.6370616439442,22.09630207755794,0.022351283923879046,2.7851614446610926e-6,44.631520839083066,No,No,Native
DRO,425,443.88,DYPA,A,TI,5,2018-06-06,2021-06-08,1,0,1,1,1,0,NA,0,1,0,260.63,5,0.41,210.01,2,2.18,0,0,8.86,202.92,137.45,1.99,0,0,F,0.537652108357073,0,WET,36,1098,DRO.DYPA.A,0.67736053617189,238.653017857538,142.252486201459,96.400531656079,0.403935942321185,59.6064057678815,212.19,144.242486201459,0.9862037874387395,142.252486201459,0.27044059903520795,2.2043140796617572e-262,0.9991675049821094,4.399568003457697e-6,0.0045854606807922615,0.0409301666809232,25.371052631578948,1002.137,23.556460405667007,0.016689434282598566,9.89538638622231e-8,47.63186613313902,No,No,Native
DRO,427,457.5,DYPA,B,TI,2,2018-06-06,2019-12-03,0,1,1,NA,0,NA,NA,NA,NA,NA,135.52,5,0.35,160.55,2,2.83,NA,NA,4.59,153.98,103.49,2.61,NA,NA,NA,0.537652108357073,1,DRY,18,545,DRO.DYPA.B,0.672100272762696,245.975839573361,107.905698792051,138.07014078131,0.56131586346362,43.868413653638,163.38000000000002,110.515698792051,0.9763834457137982,107.905698792051,0.008489547123622813,1.823989479883928e-47,0.7096472422966369,3.4107183142512545e-6,0.014809238610991496,0.028919814379556485,30.759415204678362,997.3826,28.799133657096373,6.834097004418757e-4,1.0006805629509345e-7,48.787322446613096,No,No,Native
DRO,429,426.42,DYPA,E,TI,1,2018-06-06,2019-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.2685001788475,5,0.405,294.45,1,0,NA,NA,3.64,289.25,155.71,0.49,NA,NA,NA,0.537652108357073,0,WET,12,378,DRO.DYPA.E,0.538323249783924,229.265612045623,158.509280898876,70.7563311467468,0.308621648556114,69.1378351443886,294.45,158.999280898876,0.9969182250559255,158.509280898876,0.6507917678258575,1.077757e-317,0.9998155756940355,7.386660906713535e-6,1.5528088281242472e-4,0.07596610685045524,23.46561403508772,1014.2965,22.652154623357745,0.03675152116182575,1.5203179628293978e-7,85.76199344936146,No,No,Native
DRO,431,474.14,DYPA,C,TI,5,2018-06-06,2021-06-07,1,0,1,1,1,0,NA,0,1,0,255.96,5,0.46,202.82,2,14.69,0,0,9.06,195.85,101.14,7.73,0,0,F,0.537652108357073,0,WET,36,1097,DRO.DYPA.C,0.516415624202196,254.922370656423,104.739416900689,150.182953755733,0.589132108606293,41.0867891393707,217.51,112.469416900689,0.9312702047097334,104.739416900689,0.21300275445796402,2.8233600666366135e-222,0.9975167390818601,3.816367869053372e-6,0.030117994612045798,0.021767824718050277,23.866666666666667,1004.4635,22.21294144589176,0.01780267850597062,1.1625278227951642e-7,93.64247577615244,No,No,Native
DRO,437,538.96,DYPA,B,TI,5,2018-06-06,2021-06-08,0,0,1,1,1,0,NA,0,2,0,241.75,5,0.5,184.91,3,13.45,0,0,6.01,178.87,79.96,5.73,0,0,F,0.537652108357073,0,WET,36,1098,DRO.DYPA.B,0.447028568233913,289.772980320128,82.6600525521328,207.112927767995,0.714742028532772,28.5257971467228,198.35999999999999,88.3900525521328,0.9351737007213518,82.6600525521328,0.4050458917128662,3.303480631613442e-282,0.9995149624069057,5.2500923992621965e-6,8.978293124334953e-4,0.057804478597193065,25.79280701754386,1002.635,24.0003716409144,0.04219404376835426,1.9932733472913386e-7,123.6993496748375,No,No,Native
DRO,438,531.32,DYPA,B,TE,2,2018-06-06,2019-12-02,1,0,1,NA,1,NA,NA,NA,NA,NA,228.65,5,0.51,251.98,2,0,NA,NA,3.4,247.43,185.3,NA,NA,NA,NA,0.537652108357073,0,DRY,18,544,DRO.DYPA.B,0.748898678414097,285.66531821228,188.707488986784,96.957829225496,0.339410572596866,66.0589427403134,251.98,188.707488986784,1,188.707488986784,0.02182930568555508,4.156957619077889e-95,0.920609819012608,5.5992152062794285e-6,0.001391767215571101,0.05326132418316054,25.497368421052634,996.34405,25.64754684041013,9.887634202178572e-4,9.243418660882909e-8,33.529411764705976,No,No,Native
DRO,452,264.65,MYGL,C,TE,5,2018-06-06,2021-06-07,1,0,1,1,1,0,NA,0,1,0,106.58,5,0.31,91.61,2,7.09,0,0,6.17,86.95,50.64,0.58,0,0,F,0.497302191846188,0,WET,36,1097,DRO.MYGL.C,0.582403680276021,131.611025072094,53.3540011500863,78.2570239220074,0.59460842189429,40.539157810571,98.7,53.934001150086296,0.9892461158521136,53.3540011500863,0.05501195406436765,7.30494238552875e-161,0.9867634657300088,3.815141478871536e-6,0.04425028786091589,0.017954609810296174,23.84233918128655,1004.6535,22.484002288653432,0.00930565380239133,2.352087440652759e-7,71.70221169036321,No,No,Native
DRO,454,276.08,MYGL,D,TE,2,2018-06-06,2019-12-05,0,0,1,NA,1,NA,NA,NA,NA,NA,76.06,5,0.3,130.91,2,0,NA,NA,3.27,125.45,61.07,NA,NA,NA,NA,0.497302191846188,0,DRY,18,547,DRO.MYGL.D,0.48680749302511,137.295189124896,63.7279689119171,73.5672202129785,0.53583246930856,46.416753069144,130.91,63.7279689119171,1,63.7279689119171,0.018676497948017286,1.5994285204449387e-82,0.888155792697505,7.342930856553702e-6,5.576845510899404e-4,0.0627395654978169,30.801052631578948,994.5427,29.06583022200111,0.0025634934442427797,3.673323699742166e-7,105.42000982479121,No,No,Native
DRO,455,292.64,MYGL,A,TI,6,2018-06-06,2021-12-06,0,1,1,0,1,NA,NA,4,1,0,49.72,5,0.14,28.71,4,12.37,0,0,4.2345,21.62,6.074,3.894,NA,NA,NA,0.497302191846188,1,DRY,42,1279,DRO.MYGL.A,0.280943570767808,145.530513421868,8.06588991674375,137.464623505125,0.944575953680847,5.54240463191529,41.08,11.95988991674375,0.6744117189115235,8.06588991674375,0.039001852305181856,8.813547489292531e-127,0.9664993152536504,4.506081551347677e-6,0.022720484859035016,0.024592172461172623,28.82894736842105,996.5985,26.805262100796057,0.04401260219846428,1.8532920207002965e-6,255.94336516299006,No,No,Native
DRO,457,278.93,MYGL,B,TI,6,2018-06-06,2021-12-06,1,1,1,1,1,NA,NA,4,4,0,50.83,5,0.12,27.97,4,3.06,0,0,2.1966,24.2,8.304,1.184,NA,NA,NA,0.497302191846188,1,DRY,42,1279,DRO.MYGL.B,0.343140495867769,138.712500371657,9.59763966942149,129.114860702236,0.930809122150447,6.91908778495535,31.029999999999998,10.781639669421489,0.8901836792637376,9.59763966942149,0.04167304749561973,1.9637653798103896e-126,0.9661802439664717,4.4616987064122714e-6,0.02422691636485476,0.023946894941785812,28.242923976608186,998.2462,26.45563289781359,0.03981629101594267,1.5536699853526835e-6,191.4258188824662,No,No,Native
DRO,458,295.27,MYGL,B,TE,5,2018-06-06,2021-06-08,1,0,1,1,1,0,NA,0,2,0,138.67,5,0.32,73.43,4,47.73,0,0,7.8,67.46,18.7,17.88,0,0,F,0.497302191846188,0,WET,36,1098,DRO.MYGL.B,0.277201304476727,146.838418186424,20.3548917877261,126.483526398698,0.86137897670701,13.862102329299,121.16,38.2348917877261,0.532364310084442,20.3548917877261,0.10129514243886074,1.6375090231151305e-214,0.9969317154372526,4.044152446780033e-6,0.015382781003525234,0.028534012736750713,25.770526315789475,1003.433,22.99076821207743,0.044481068160410156,6.472426120849989e-7,260.7486631016036,No,No,Native
DRO,459,275.69,MYGL,E,TI,5,2018-06-06,2021-06-08,1,0,1,1,1,0,NA,0,2,0,257.53,5,0.32,206.62,3,22.73,0,0,13.92,193.4,48.8,9.97,0,0,F,0.497302191846188,0,WET,36,1098,DRO.MYGL.E,0.252326783867632,137.101241270076,52.1357600827301,84.9654811873455,0.619728022884724,38.0271977115276,229.35,62.1057600827301,0.8394673861696705,52.1357600827301,0.4476002423980607,1.8923853526851475e-281,0.9995048392224352,3.5405524755782733e-6,0.04652722849268338,0.017461533894624237,25.824736842105263,1005.6615,23.230401710750776,0.07689439430586925,2.2168096243306469e-7,296.311475409836,No,No,Native
DRO,461,290.75,MYGL,C,TI,1,2018-06-06,2019-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.69245092223696,5,0.405,151.92,1,0,NA,NA,3.37,146.92,88.3,NA,NA,NA,NA,0.497302191846188,0,WET,12,378,DRO.MYGL.C,0.601007350939287,144.590612279279,91.3050367546964,53.285575524582804,0.368527214074319,63.1472785925681,151.92,91.3050367546964,1,91.3050367546964,0.1611313934288525,1.7032897426077403e-233,0.9981708508307017,3.253980368157969e-6,0.011438394799019187,0.03154924449715868,22.59795321637427,1007.2026684815936,22.117005716513017,0.01573249468181517,1.157938128640296e-7,66.38731596828997,No,No,Native
DRO,466,321.27,MYGL,A,TE,5,2018-06-06,2021-06-08,0,0,1,1,1,0,NA,0,3,0,143.34,5,0.32,93.91,3,34.33,0,0,7.23,86.9,25.41,13.31,NA,NA,F,0.497302191846188,0,WET,36,1098,DRO.MYGL.A,0.292405063291139,159.768275174425,27.4597594936709,132.308515680754,0.828127583754083,17.1872416245916,128.24,40.769759493670904,0.6735325357495364,27.4597594936709,0.20336328653370817,1.030360622595531e-247,0.9987583856794456,7.63614131087025e-6,1.501784042531726e-6,0.12318410336972085,25.93719298245614,1002.635,24.0003716409144,0.06610641590814523,9.046862961363123e-7,241.9913419913418,No,No,Native
DRO,467,296.25,MYGL,B,TI,1,2018-06-06,2019-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.9778474909,5,0.405,190.35,1,0,NA,NA,3.42,185.98,106.99,NA,NA,NA,NA,0.497302191846188,0,WET,12,378,DRO.MYGL.B,0.57527691149586,147.325774334433,109.503960103237,37.8218142311963,0.25672231761253,74.327768238747,190.35,109.503960103237,1,109.503960103237,0.0592496599227199,7.72287392783991e-154,0.9839714839779975,5.6238918088661306e-6,0.0024025831862006454,0.04760732686451874,21.774444444444445,1005.9725488234404,21.350971075175167,0.004831126872478447,1.6712927664735328e-7,73.82932984391049,No,No,Native
DRO,470,357.15,MYGL,E,TE,1,2018-06-06,2019-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.21732631227985,5,0.405,264.89,1,0.91,NA,NA,4.93,255.98,128.46,0.76,NA,NA,NA,0.497302191846188,0,WET,12,378,DRO.MYGL.E,0.501836080943824,177.611477817866,132.931359481209,44.6801183366566,0.251560985166028,74.8439014833972,265.8,133.691359481209,0.9943152646292985,132.931359481209,0.16464858305133565,9.019353382330357e-202,0.9956581644051857,1.4436095711232768e-5,1.5461245563504977e-8,0.16803812602335955,22.980526315789476,1014.447,22.398205710526224,0.01110692351857268,3.549265862225921e-7,99.26825470963794,No,No,Native
DRO,472,351.71,MYGL,C,TE,2,2018-06-06,2019-12-03,0,0,1,NA,1,NA,NA,NA,NA,NA,146.29,5,0.38,151.12,1,0,NA,NA,3.05,147.57,116.02,NA,NA,NA,NA,0.497302191846188,0,DRY,18,545,DRO.MYGL.C,0.786203157823406,174.906153894223,118.811021210273,56.0951326839497,0.320715603396517,67.9284396603483,151.12,118.811021210273,1,118.811021210273,0.027164744282046155,3.671582280644692e-110,0.9473151225219573,6.923959008327504e-6,8.626916440137008e-7,0.12871756126204514,29.4240350877193,999.04105,27.86141139776264,0.0019861356257456467,1.8450611478796012e-7,27.193587312532426,No,No,Native
