FMC,CO2_resp_rate,site,cond__,effect1__,estimate__,se__,lower__,upper__
3.1487678734408395,0.010220536469118675,PNW,PNW,3.1487678734408395,6.282461734193675e-4,9.239970914033897e-4,4.1857437522807124e-8,0.0147000212016954
7.540531160914501,0.010220536469118675,PNW,PNW,7.540531160914501,6.262390661558028e-4,9.224868048836707e-4,3.105589357199183e-8,0.015191662801651871
11.932294448388163,0.010220536469118675,PNW,PNW,11.932294448388163,6.56923996261413e-4,9.667363518362336e-4,4.512579599655268e-8,0.014376110439127497
16.324057735861825,0.010220536469118675,PNW,PNW,16.324057735861825,6.807025836142167e-4,9.990723335756041e-4,4.6539891524902665e-8,0.01492738757725001
20.715821023335486,0.010220536469118675,PNW,PNW,20.715821023335486,7.065190467979367e-4,0.0010383727181809555,4.8307496727399995e-8,0.014977351893084303
25.10758431080915,0.010220536469118675,PNW,PNW,25.10758431080915,7.362630342142455e-4,0.0010796190610427804,6.223663964666878e-8,0.014825513842771018
29.49934759828281,0.010220536469118675,PNW,PNW,29.49934759828281,7.085086066854826e-4,0.0010406934324049648,4.905020915246069e-8,0.015355303624739214
33.891110885756476,0.010220536469118675,PNW,PNW,33.891110885756476,7.221159738327941e-4,0.0010587456588486452,5.984616732237317e-8,0.015939239496426248
38.282874173230134,0.010220536469118675,PNW,PNW,38.282874173230134,7.790945595401441e-4,0.0011388663699244182,1.0125359759538553e-7,0.015742807692036266
42.6746374607038,0.010220536469118675,PNW,PNW,42.6746374607038,7.400994366950651e-4,0.0010839586711745123,8.633960149470733e-8,0.015367229173686946
47.06640074817746,0.010220536469118675,PNW,PNW,47.06640074817746,7.920296718693687e-4,0.0011589898186138202,9.021097699764622e-8,0.015314641215581386
51.458164035651116,0.010220536469118675,PNW,PNW,51.458164035651116,7.800402173095823e-4,0.0011423980605472226,8.651116284560794e-8,0.015453724908603127
55.84992732312478,0.010220536469118675,PNW,PNW,55.84992732312478,7.69445318695755e-4,0.0011253210649251452,1.0223596498095183e-7,0.01580229172369751
60.24169061059845,0.010220536469118675,PNW,PNW,60.24169061059845,7.931481323617861e-4,0.0011580997351113155,1.6697609021937167e-7,0.01602820580175367
64.6334538980721,0.010220536469118675,PNW,PNW,64.6334538980721,8.245314193498873e-4,0.0012036263033907344,9.384282613217209e-8,0.016207327977577488
69.02521718554577,0.010220536469118675,PNW,PNW,69.02521718554577,8.274651108473375e-4,0.001207713654940039,1.0350422168761665e-7,0.015495768542168116
73.41698047301944,0.010220536469118675,PNW,PNW,73.41698047301944,8.751113919389364e-4,0.0012741083821272636,8.311281005496017e-8,0.01583259332819008
77.8087437604931,0.010220536469118675,PNW,PNW,77.8087437604931,9.342998662313171e-4,0.001361547868676711,1.2458038063516345e-7,0.015946506112706572
82.20050704796677,0.010220536469118675,PNW,PNW,82.20050704796677,8.912474888974052e-4,0.0013000730576503113,1.7440993205093384e-7,0.015877359540741418
86.59227033544042,0.010220536469118675,PNW,PNW,86.59227033544042,9.097337547865833e-4,0.001323033501050805,1.5272007200213172e-7,0.015562191252073485
90.98403362291408,0.010220536469118675,PNW,PNW,90.98403362291408,9.227516119079168e-4,0.0013412312872023186,2.2676250222272638e-7,0.015804700481338856
95.37579691038775,0.010220536469118675,PNW,PNW,95.37579691038775,9.566242761013758e-4,0.001387948881261182,2.016566659583814e-7,0.016710125067508436
99.7675601978614,0.010220536469118675,PNW,PNW,99.7675601978614,9.419818053994031e-4,0.001364757247959741,2.005470580143556e-7,0.01621418365666536
104.15932348533507,0.010220536469118675,PNW,PNW,104.15932348533507,9.888489062621843e-4,0.0014331389641134955,2.9854655123366745e-7,0.016270132172339035
108.55108677280873,0.010220536469118675,PNW,PNW,108.55108677280873,0.0010121161853554098,0.0014671141168296653,2.047529909592427e-7,0.016089240024071
112.9428500602824,0.010220536469118675,PNW,PNW,112.9428500602824,0.0010553467280191972,0.0015249745267980745,2.5109195386197503e-7,0.01668989923319295
117.33461334775606,0.010220536469118675,PNW,PNW,117.33461334775606,0.0010513173294184031,0.0015155820590780364,3.998896885214297e-7,0.015546227917077207
121.72637663522971,0.010220536469118675,PNW,PNW,121.72637663522971,0.001084326924534233,0.001552710623293573,4.653497273085248e-7,0.016961745594424076
126.11813992270338,0.010220536469118675,PNW,PNW,126.11813992270338,0.001065811174148497,0.001533071154873972,3.9469771397464304e-7,0.0169422674868434
130.50990321017704,0.010220536469118675,PNW,PNW,130.50990321017704,0.001072404354038834,0.0015480305457662867,3.9704255094040155e-7,0.017035839687635345
134.9016664976507,0.010220536469118675,PNW,PNW,134.9016664976507,0.0010968758292624523,0.0015783061734452202,3.4308788500554255e-7,0.017269948441129272
139.29342978512437,0.010220536469118675,PNW,PNW,139.29342978512437,0.0011370339689736728,0.0016347155960553749,4.884119553684585e-7,0.017065999292819403
143.68519307259803,0.010220536469118675,PNW,PNW,143.68519307259803,0.0011557715927120577,0.0016578080618862227,4.6992033917183977e-7,0.01701392921042065
148.07695636007168,0.010220536469118675,PNW,PNW,148.07695636007168,0.0011402116003148032,0.0016397924712332854,4.690305354649148e-7,0.01695353973750843
152.46871964754536,0.010220536469118675,PNW,PNW,152.46871964754536,0.0011843728668710397,0.0017010582320246051,4.1926353256897883e-7,0.016445085079996567
156.860482935019,0.010220536469118675,PNW,PNW,156.860482935019,0.0012106328005431148,0.0017329263321325822,4.633065005755382e-7,0.017452550659376904
161.2522462224927,0.010220536469118675,PNW,PNW,161.2522462224927,0.001246255421263432,0.001778324008879085,8.395169881964208e-7,0.017734237935560254
165.64400950996634,0.010220536469118675,PNW,PNW,165.64400950996634,0.0012802524476743745,0.001816349094284031,7.37456248791885e-7,0.017345622845222626
170.03577279744,0.010220536469118675,PNW,PNW,170.03577279744,0.0013097018921356734,0.0018648619559445444,8.025314716215738e-7,0.017294209330959574
174.42753608491367,0.010220536469118675,PNW,PNW,174.42753608491367,0.0013543091169413296,0.001924366619371505,8.091223906669142e-7,0.018111496128034005
178.81929937238732,0.010220536469118675,PNW,PNW,178.81929937238732,0.001266443410846513,0.0017853328145303927,9.185245784246517e-7,0.01671993685038712
183.21106265986097,0.010220536469118675,PNW,PNW,183.21106265986097,0.001404950318692281,0.0019854571049949285,9.136781799325766e-7,0.01760654719625795
187.60282594733465,0.010220536469118675,PNW,PNW,187.60282594733465,0.0013395667407330174,0.0018844324428523864,1.0931664942482581e-6,0.018116161460710774
191.9945892348083,0.010220536469118675,PNW,PNW,191.9945892348083,0.0014178704275658932,0.0019981816943976274,1.2260203485300886e-6,0.017854290983970615
196.38635252228195,0.010220536469118675,PNW,PNW,196.38635252228195,0.0014693212299414777,0.0020472921738649693,1.4490094769769003e-6,0.018265493256938724
200.77811580975563,0.010220536469118675,PNW,PNW,200.77811580975563,0.0014606407179556125,0.0020630193856578088,1.203276303705835e-6,0.017809320204566305
205.16987909722928,0.010220536469118675,PNW,PNW,205.16987909722928,0.001510260485491122,0.0021187349991762506,1.7205287089027112e-6,0.017751403238992967
209.56164238470296,0.010220536469118675,PNW,PNW,209.56164238470296,0.0014615324167397037,0.002062400778543013,1.3564519286760824e-6,0.01882304820902706
213.95340567217661,0.010220536469118675,PNW,PNW,213.95340567217661,0.001587685910043022,0.0022156491780281175,1.5979248780844505e-6,0.018520178766645363
218.34516895965027,0.010220536469118675,PNW,PNW,218.34516895965027,0.0016401234156746417,0.002275540741642356,1.6182528817313383e-6,0.018479828684737052
222.73693224712395,0.010220536469118675,PNW,PNW,222.73693224712395,0.0015551949828944958,0.002171439713497325,1.1613032756785375e-6,0.017609408017900376
227.1286955345976,0.010220536469118675,PNW,PNW,227.1286955345976,0.0016259863755269666,0.002256250614832423,1.809636721129702e-6,0.01909090259242977
231.52045882207128,0.010220536469118675,PNW,PNW,231.52045882207128,0.001684169922330853,0.002311730021854841,1.97354796271768e-6,0.019973692305742898
235.91222210954493,0.010220536469118675,PNW,PNW,235.91222210954493,0.001707595762967981,0.002361354438663185,1.968858305215601e-6,0.01901111901848179
240.30398539701858,0.010220536469118675,PNW,PNW,240.30398539701858,0.0016908352094015416,0.0023345019769562656,2.056443112775272e-6,0.01936649381970119
244.69574868449226,0.010220536469118675,PNW,PNW,244.69574868449226,0.0017213429228214471,0.0023696178227335433,2.1256266133033254e-6,0.020561351843408855
249.0875119719659,0.010220536469118675,PNW,PNW,249.0875119719659,0.0017173845129792899,0.002370532783264151,2.6878197504869383e-6,0.019181282136119658
253.47927525943956,0.010220536469118675,PNW,PNW,253.47927525943956,0.0018166437365617885,0.0024946547304443246,2.564880276380661e-6,0.019553306582404256
