site,SampleID,init_green_wt,Species.Code,block,termite_treatment_abbreviation,harvest,deployment_date,harvest_date,insect_present,termite_present,fungi_present,soil_present,root_present,fire_present_2021,fire_present_2019,Termite_Class,Fungi_Class,Fire_Class,Field_fresh_wt,Collar,fresh_volume,FW_Wood,Lab_As.,FW_Excess,FW_Carton,FW_Soil,Sawdust_FW,Post_drill_FW,DW_Wood,DW_Excess,DW_Carton,DW_Soil,damage_bag,init_drywt_fraction,termite.attack,season_condition,months,date_diff,station,dry.wet,init_dry_wt,harvest_dry_wt,mass.loss,pro.mass.loss,pct.mass.rem,FW_tot,DW_tot,wood_por,resp_dry_wt,deltaCO2,CO2.p,adj_r_CO2,deltaCH4,CH4.p,adj_r_CH4,mean_Tcham,mean_Pressure,CO2_resp_rate,CH4_resp_rate,CO2_resp_outlier,CH4_resp_outlier,FMC
STCK,328,NA,PIRA,P,TE,4,2018-06-05,2020-06-11,0,0,1,1,0,NA,0,NA,NA,0,165,5,0.44,165,NA,NA,NA,NA,NA,NA,137.46,NA,NA,NA,NA,NA,0,WET,24,737,STCK.PIRA.P,NA,159.0259,137.46,21.5659,0.135612500856779,86.4387499143221,NA,137.46,1,137.46,0.008830461516307803,6.644145134898466e-43,0.6713238983093724,6.688974488204817e-6,2.1826772182756022e-4,0.07244900609513194,27.13502923976608,966.6666666666669,4.261389094442246e-4,1.1764685526940718e-7,No,No,20.034919249236136
STCK,343,NA,PIRA,Q,TI,4,2018-06-05,2020-06-11,0,1,1,1,0,NA,0,NA,NA,0,241.2,5,0.45,241.2,NA,NA,NA,NA,NA,NA,181.76,NA,NA,NA,NA,NA,1,WET,24,737,STCK.PIRA.Q,NA,231.04,181.76,49.28,0.213296398891967,78.6703601108033,NA,181.76,1,181.76,0.06631966472268272,5.9769472417814765e-189,0.9938425601872642,1.0726994984039618e-5,2.801692645885584e-10,0.20573313453273934,22.42479532163743,966.6822612085772,0.00245269594418242,1.4458807106110852e-7,No,No,32.70246478873239
STCK,359,NA,PIRA,R,TI,4,2018-06-05,2020-06-11,1,1,1,1,1,NA,0,NA,NA,0,136.92,5,0.33,136.92,NA,NA,NA,NA,NA,NA,106.16,NA,NA,NA,NA,NA,1,WET,24,737,STCK.PIRA.R,NA,165.5891,106.16,59.429100000000005,0.358894999731262,64.1105000268738,NA,106.16,1,106.16,0.04809188734490152,2.0427193951072064e-172,0.9903382300232372,2.387713778289777e-5,9.823253163270955e-31,0.5426398175481655,25.46251461988304,966.6666666666669,0.003107344168440656,5.622802095855486e-7,No,No,28.975131876412952
STCK,376,NA,PIRA,S,TE,4,2018-06-05,2020-06-11,0,0,1,1,0,NA,0,NA,NA,0,220.93,5,0.47,220.93,NA,NA,NA,NA,NA,NA,188.1,NA,NA,NA,NA,NA,0,WET,24,737,STCK.PIRA.S,NA,195.6554,188.1,7.555399999999992,0.0386158521563932,96.1384147843607,NA,188.1,1,188.1,0.005983360453116408,2.8004852340758366e-37,0.6170668425971073,8.280269757844084e-6,9.166053082717721e-7,0.12811374662954333,26.056900584795322,966.6666666666669,2.1013615000979707e-4,1.0598711860588304e-7,No,No,17.4534821903243
STCK,391,NA,PIRA,T,TI,4,2018-06-05,2020-06-11,0,1,1,1,0,NA,1,NA,NA,1,213.14,5,0.45,213.14,NA,NA,NA,NA,NA,NA,171.58,NA,NA,NA,NA,NA,1,WET,24,737,STCK.PIRA.T,NA,199.1235,171.58,27.543499999999995,0.138323703631164,86.1676296368836,NA,171.58,1,171.58,0.027241054551563882,2.4887378254910326e-129,0.968746991204459,-4.5164806681536844e-6,0.005099275757341761,0.03983565201219186,25.369590643274854,966.6666666666669,0.001056682491193393,-6.385188849186578e-8,No,No,24.221937288728274
DRO,10,NA,PIRA,A,TE,5,2018-06-11,2020-12-05,0,0,1,1,1,NA,0,NA,NA,0,253,5,0.47,253,NA,NA,NA,NA,NA,NA,162.83,NA,NA,NA,NA,NA,0,DRY,30,908,DRO.PIRA.A,NA,200.0901,162.83,37.260099999999994,0.186216609417457,81.3783390582543,NA,162.83,1,162.83,0.6366023354213161,7.491678072163443e-307,0.999752185689431,3.979952960377746e-6,0.026976321190709484,0.022868965209403957,26.493391812865497,1000.157437712172,0.026683127500241998,6.079942028996535e-8,No,No,55.37677332186942
DRO,57,NA,PIRA,D,TI,5,2018-06-11,2020-12-05,0,0,1,1,0,NA,0,NA,NA,0,133.62,5,0.47,133.62,NA,NA,NA,NA,NA,NA,86.4,NA,NA,NA,NA,NA,0,DRY,30,908,DRO.PIRA.D,NA,158.3657,86.4,71.9657,0.454427316016031,54.5572683983969,NA,86.4,1,86.4,0.22417421748626054,1.6886251734867404e-227,0.9978461781478717,5.271973024215277e-6,0.01078406202073349,0.03215054105567705,26.966374269005847,999.7944837460502,0.017673893244817118,1.5148608425467583e-7,No,No,54.65277777777777
DRO,73,NA,PIRA,E,TI,5,2018-06-11,2020-12-05,1,0,1,1,1,NA,0,NA,NA,0,342.05,5,0.47,342.05,NA,NA,NA,NA,NA,NA,178.21,NA,NA,NA,NA,NA,0,DRY,30,908,DRO.PIRA.E,NA,198.3024,178.21,20.092399999999998,0.101322021316938,89.8677978683062,NA,178.21,1,178.21,0.18382192118463028,3.426087409660878e-238,0.9983905780673225,5.943058055534459e-6,0.0014333445008908418,0.05295630927488759,26.549473684210525,1000.157437712172,0.007038609664115113,8.293780720273616e-8,No,No,91.93647943437517
DRO,74,NA,PIRA,E,TE,5,2018-06-11,2020-12-05,0,0,0,1,0,NA,0,NA,NA,0,305.43,5,0.48,305.43,NA,NA,NA,NA,NA,NA,172.84,NA,NA,NA,NA,NA,0,DRY,30,908,DRO.PIRA.E,NA,191.797,172.84,18.956999999999994,0.0988388765204878,90.1161123479512,NA,172.84,1,172.84,0.27506349461204344,5.861027329428707e-263,0.9991804538865992,6.074723402212826e-6,5.639449142104303e-4,0.06262390106901128,26.51169590643275,1000.157437712172,0.010832749185592759,8.719372572728527e-8,No,No,76.71256653552419
MLRF,106,NA,PIRA,L,TE,5,2018-06-04,2020-12-04,1,0,1,1,0,NA,0,NA,NA,0,439.87,5,0.46,439.87,NA,NA,NA,NA,NA,NA,142.28,NA,NA,NA,NA,NA,0,DRY,30,914,MLRF.PIRA.L,NA,167.3414,142.28,25.061399999999992,0.149762103101803,85.0237896898197,NA,142.28,1,142.28,0.11639908560731467,5.595222366840181e-228,0.9978741494083258,5.6225286197709694e-5,6.568282549753272e-76,0.8660890025231935,18.21842105263158,903.3333333333334,0.0051996489665872584,9.153962447219736e-7,No,No,209.15799831318526
MLRF,121,NA,PIRA,M,TI,5,2018-06-04,2020-12-04,1,0,1,1,1,NA,0,NA,NA,0,366.86,5,0.45,366.86,NA,NA,NA,NA,NA,NA,135.36,NA,NA,NA,NA,NA,0,DRY,30,914,MLRF.PIRA.M,NA,175.851,135.36,40.490999999999985,0.230257433850248,76.9742566149752,NA,135.36,1,135.36,0.3403823637410893,1.0142633642293421e-279,0.9994809497734807,4.54692922456732e-6,0.020172925954506725,0.025790368337397118,18.35684210526316,903.6666666666669,0.016022104776249303,7.800522739673465e-8,No,No,171.0254137115839
MLRF,138,NA,PIRA,N,TE,5,2018-06-04,2020-12-04,1,0,1,1,1,NA,0,NA,NA,0,325.48,5,0.46,325.48,NA,NA,NA,NA,NA,NA,168.19,NA,NA,NA,NA,NA,0,DRY,30,914,MLRF.PIRA.N,NA,195.6726,168.19,27.48259999999999,0.140451959037699,85.9548040962301,NA,168.19,1,168.19,0.31758228670170646,4.132864976886931e-291,0.9996194444812238,5.924410204715836e-6,0.0035779766940874902,0.04349018301065777,18.012573099415206,903.6666666666669,0.012014109120567213,8.168332681267406e-8,No,No,93.51923419941734
MLRF,154,NA,PIRA,O,TE,5,2018-06-04,2020-12-04,1,0,1,1,1,NA,0,NA,NA,0,340.44,5,0.47,340.44,NA,NA,NA,NA,NA,NA,166.18,NA,NA,NA,NA,NA,0,DRY,30,914,MLRF.PIRA.O,NA,230.05,166.18,63.870000000000005,0.277635296674636,72.2364703325364,NA,166.18,1,166.18,0.3937514090287277,5.21664656019125e-310,0.9997726142389141,5.754313965489825e-6,0.0019343595345244157,0.049851160783090154,18.200701754385967,903.6666666666669,0.015027087764961727,8.003855722401339e-8,No,No,104.86219761704174
PNW,169,NA,PIRA,U,TI,5,2018-06-05,2020-12-04,0,1,0,1,0,NA,1,NA,NA,1,99.42,5,0.32,99.42,NA,NA,NA,NA,NA,NA,89.61,6.19,NA,NA,NA,NA,1,DRY,30,913,PNW.PIRA.U,NA,167.8244,89.61,78.2144,0.429165246531494,57.0834753468506,NA,95.8,0.9353862212943633,89.61,0.005632689178486164,1.5764593821964284e-25,0.4733503564452126,4.924314205485791e-6,0.003461095106364427,0.04383320709629668,36.63122807017544,975,4.202452020765046e-4,1.3390158831953777e-7,No,No,10.94743890190827
PNW,185,NA,PIRA,V,TI,5,2018-06-05,2020-12-04,0,1,0,1,0,NA,1,NA,NA,1,143.1,5,0.44,143.1,NA,NA,NA,NA,NA,NA,134.66,NA,NA,NA,NA,NA,1,DRY,30,913,PNW.PIRA.V,NA,165.3739,134.66,30.713899999999995,0.185723986675044,81.4276013324956,NA,134.66,1,134.66,0.005629177046583266,1.0693992519621398e-35,0.6002625728798041,2.5627186982504337e-6,0.04289315350370639,0.018261248405697317,34.645964912280704,975,2.72865768981045e-4,4.5274960670103243e-8,No,No,6.267637011733253
PNW,202,NA,PIRA,W,TE,5,2018-06-05,2020-12-04,0,0,1,1,0,NA,1,NA,NA,1,168.84,5,0.43,168.84,NA,NA,NA,NA,NA,NA,161.02,NA,NA,NA,NA,NA,0,DRY,30,913,PNW.PIRA.W,NA,171.3013,161.02,10.281299999999987,0.0600188089640884,93.9981191035912,NA,161.02,1,161.02,0.0024343466052265594,3.1468959444882223e-13,0.2660342222719132,3.7874649002820907e-6,0.028676838758187335,0.022257475182797526,33.57421052631579,975,9.92830379973687e-5,5.629816717302234e-8,No,No,4.856539560303064
PNW,217,NA,PIRA,X,TI,5,2018-06-05,2020-12-04,0,1,1,1,0,NA,1,NA,NA,1,114.2,5,0.4,114.2,NA,NA,NA,NA,NA,NA,108.88,1.78,NA,NA,NA,NA,1,DRY,30,913,PNW.PIRA.X,NA,165.471,108.88,56.59100000000001,0.331242332493307,66.8757667506693,NA,110.66,0.9839146936562443,108.88,0.004604546523627775,2.389095067595908e-23,0.44133197602290586,4.741447668416965e-6,0.001747422200964568,0.05090371609812128,37.27777777777778,975,2.7651975327116606e-4,1.0377751146508507e-7,No,No,4.8861131520940555
PNW,233,NA,PIRA,Y,TI,5,2018-06-05,2020-12-04,0,1,0,1,0,NA,0,NA,NA,0,161.72,5,0.43,161.72,NA,NA,NA,NA,NA,NA,150.67,NA,NA,NA,NA,NA,1,DRY,30,913,PNW.PIRA.Y,NA,172.6735,150.67,22.003500000000003,0.127428354669362,87.2571645330638,NA,150.67,1,150.67,0.0074437345168344585,1.2100600609487241e-33,0.5795160636898786,4.083178795584373e-5,2.418345543542348e-53,0.7545864629588885,31.78929411764706,975.5,3.265080388511689e-4,6.527612954557646e-7,No,No,7.333908541846427
MLES,266,NA,PIRA,G,TE,5,2018-06-04,2020-12-04,1,0,1,1,0,NA,0,NA,NA,0,223.79,5,0.44,223.79,NA,NA,NA,NA,NA,NA,81.69,NA,NA,NA,NA,NA,0,DRY,30,914,MLES.PIRA.G,NA,166.1999,81.69,84.50990000000002,0.508483458774644,49.1516541225356,NA,81.69,1,81.69,0.37814384620923086,1.284528059967157e-289,0.9996036483995259,-5.517248662009768e-6,0.021494363292471525,0.025150661932717533,18.908304093567253,907.6485419313624,0.029644038025292252,-1.5763617121818198e-7,No,No,173.9502999143102
MLES,281,NA,PIRA,H,TI,5,2018-06-04,2020-12-04,1,0,1,1,0,NA,0,NA,NA,0,217.69,5,0.46,217.69,NA,NA,NA,NA,NA,NA,155.79,NA,NA,NA,NA,NA,0,DRY,30,914,MLES.PIRA.H,NA,224.2,155.79,68.41,0.305129348795718,69.4870651204282,NA,155.79,1,155.79,0.12398267237862133,1.2070897800160984e-230,0.998023112757057,3.608731130149313e-6,0.04192691511559817,0.01848578921102695,18.233216374269006,908.2949840126944,0.00508565102684322,5.3950203132024906e-8,No,No,39.73297387508827
MLES,297,NA,PIRA,I,TI,5,2018-06-04,2020-12-04,0,0,1,1,0,NA,0,NA,NA,0,245.1,5,0.47,245.1,NA,NA,NA,NA,NA,NA,114.4,NA,NA,NA,NA,NA,0,DRY,30,914,MLES.PIRA.I,NA,191.1402,114.4,76.74019999999999,0.401486448167366,59.8513551832634,NA,114.4,1,114.4,0.40718715626275015,2.994523362537675e-291,0.9996208927162754,-6.343686850503997e-6,3.248263535183511e-4,0.06833693905144156,19.638538011695907,907.6485419313624,0.022561654886572937,-1.28106631778424e-7,No,No,114.24825174825173
MLES,313,NA,PIRA,J,TI,5,2018-06-04,2020-12-04,0,1,0,1,0,NA,0,NA,NA,0,58.91,5,0.31,58.91,NA,NA,NA,NA,NA,NA,27.44,3.06,NA,NA,NA,NA,1,DRY,30,914,MLES.PIRA.J,NA,167.9603,27.44,140.5203,0.818409469380562,18.1590530619438,NA,30.5,0.8996721311475411,27.44,0.14614774497804014,4.0081518539439356e-233,0.9981522323107295,2.1953041495668108e-4,3.1324005120481267e-173,0.9905502531161975,19.640818713450294,907.1637103703638,0.03514080363920053,1.9238325312101988e-5,No,No,114.68658892128278
STCK,329,NA,PIRA,P,TI,5,2018-06-05,2020-12-04,0,1,1,1,0,NA,1,NA,NA,1,152.14,5,0.41,152.14,NA,NA,NA,NA,NA,NA,133.83,7.72,NA,NA,NA,NA,1,DRY,30,913,STCK.PIRA.P,NA,196.1442,133.83,62.3142,0.278337060183273,72.1662939816727,NA,141.55,0.9454609678558813,133.83,0.007186396428828615,7.152927622282043e-43,0.6710375808515121,9.786267309858684e-6,1.1286813495449672e-8,0.17105158340462912,35.66725146198831,962,3.4735076238567316e-4,1.723959881985985e-7,No,No,13.681536277366787
STCK,330,NA,PIRA,P,TE,5,2018-06-05,2020-12-04,0,0,1,1,1,NA,0,NA,NA,0,163.43,5,0.43,163.43,NA,NA,NA,NA,NA,NA,153.07,NA,NA,NA,NA,NA,0,DRY,30,913,STCK.PIRA.P,NA,158.9936,153.07,5.923599999999993,0.0372568455585633,96.2743154441437,NA,153.07,1,153.07,0.0036057393140853542,1.1783269195653181e-11,0.23441810494841964,5.3171886624934164e-6,6.860943941739535e-4,0.06059220696638157,32.210058479532165,962,1.5331441595382156e-4,8.239934002520982e-8,No,No,6.768145293003211
STCK,377,NA,PIRA,S,TI,5,2018-06-05,2020-12-04,0,0,1,1,1,NA,0,NA,NA,0,175.02,5,0.43,175.02,NA,NA,NA,NA,NA,NA,160.89,NA,NA,NA,NA,NA,0,DRY,30,913,STCK.PIRA.S,NA,167.3839,160.89,6.493900000000025,0.0387964433855349,96.1203556614465,NA,160.89,1,160.89,0.0026132183742527647,2.6263938027821017e-14,0.2869900813517575,3.831631746945598e-6,0.011710423714394748,0.031309481951987794,31.67093567251462,961.0382185047754,1.0579336393710233e-4,5.653527146711564e-8,No,No,8.782397911616648
DRO,76,NA,PIRA,E,TE,6,2018-06-11,2021-06-07,1,0,1,1,1,0,NA,0,3,0,398.81,5,0.48,363.6,2A,0,0,0,NA,NA,124.69,0,0,0,NA,NA,0,WET,36,1092,DRO.PIRA.E,NA,166.0245,124.69,41.33449999999999,0.248966267026854,75.1033732973146,363.6,124.69,1,124.69,0.4844229236566114,7.954711984226716e-299,0.9996916038027289,4.1851153190792045e-6,0.014465964588189696,0.029158076965755675,23.914093567251463,1004.4635,0.026791061020420028,8.435787899466926e-8,No,No,191.60317587617294
MLRF,156,NA,PIRA,O,TE,6,2018-06-04,2021-06-09,1,0,1,1,1,0,NA,0,3,0,329.47,5,0.46,295.34,2A,0,0,1.47,NA,NA,80.61,0,0,0,NA,NA,0,WET,36,1101,MLRF.PIRA.O,NA,160.8014,80.61,80.1914,0.498698394416964,50.1301605583036,296.81,80.61,1,80.61,0.31699092423260655,8.371210279776772e-267,0.9992619794628619,5.412443900449223e-6,0.016315654258873193,0.027936795259255076,21.611520467836257,904.981448751824,0.024750817775005936,1.5402425894985402e-7,No,No,266.3813422652276
PNW,204,NA,PIRA,W,TE,6,2018-06-05,2021-06-10,0,1,1,1,0,0,NA,0,2,0,134.51,5,0.4,139.3,2A,0,0,0,NA,NA,124.39,0,0,0,NA,NA,1,WET,36,1101,PNW.PIRA.W,NA,180.469,124.39,56.07899999999999,0.310740348757958,68.9259651242042,139.3,124.39,1,124.39,0.0018348998008024316,9.046614540537954e-6,0.10508565440744577,-7.71757265941847e-6,7.291602856629954e-6,0.10727267610978652,27.105906432748537,977,9.992479314943478e-5,-1.5317737641105467e-7,No,No,11.986494091164893
PNW,236,NA,PIRA,Y,TE,6,2018-06-05,2021-06-10,0,0,1,1,0,1,NA,0,1,1,198.92,5,0.45,204.45,2,0,0,0,NA,NA,182.86,0,0,0,NA,NA,0,WET,36,1101,PNW.PIRA.Y,NA,199.2328,182.86,16.372799999999984,0.0821792395629635,91.7820760437037,204.45,182.86,1,182.86,0.0013133770129840482,8.408560297394507e-4,0.05848401019661398,3.892884056928503e-6,0.02674378713516737,0.022955654986298812,28.0406432748538,977,4.788584289540191e-5,5.1729965648321625e-8,No,No,11.806846768019236
MLES,251,NA,PIRA,F,TI,6,2018-06-04,2021-06-09,1,0,1,1,1,0,NA,0,2,0,456.17,5,0.47,444.45,2A,0,0,0,NA,NA,150.86,0,0,0,NA,NA,0,WET,36,1101,MLES.PIRA.F,NA,191.1132,150.86,40.25319999999999,0.210624907123108,78.9375092876892,444.45,150.86,1,150.86,0.21487955480356194,1.4551874981905302e-248,0.998786815700131,4.817265461879031e-6,0.012641253470794773,0.030529879670317728,21.710526315789476,908,0.008968699365067513,7.32804193124542e-8,No,No,194.61089752088026
MLES,252,NA,PIRA,F,TE,6,2018-06-04,2021-06-09,0,0,1,1,1,0,NA,0,1,0,341.83,5,0.48,320.1,2,0,0,0,NA,NA,140.25,0,0,0,NA,NA,0,WET,36,1101,MLES.PIRA.F,NA,196.0786,140.25,55.828599999999994,0.284725615135971,71.5274384864029,320.1,140.25,1,140.25,0.4457956843545255,1.2061431788185439e-293,0.9996448434440353,5.549151606785687e-6,0.004141980927930624,0.04197922819321476,21.554795321637428,908,0.01997305459873331,9.061252131926633e-8,No,No,128.23529411764707
STCK,332,NA,PIRA,P,TE,6,2018-06-05,2021-06-11,0,0,1,1,1,0,NA,0,1,0,192.84,5,0.47,193.94,2,0,0,0,NA,NA,161.3,0,0,0,NA,NA,0,WET,36,1102,STCK.PIRA.P,NA,169.2126,161.3,7.912599999999998,0.0467612931897505,95.3238706810249,193.94,161.3,1,161.3,0.003925732594139626,3.5191355692375788e-15,0.3035320864593035,9.76841865265079e-6,0.032445060185502625,0.021026076507372538,24.24029239766082,966.8752436647172,1.6179655161956973e-4,1.4673232769537608e-7,No,No,20.235585864848098
STCK,379,NA,PIRA,S,TI,6,2018-06-05,2021-06-11,0,1,1,1,1,0,NA,1,1,0,188.02,5,0.45,192.31,3,0,0,8.59,NA,NA,163.9,0,0,4.24,NA,NA,1,WET,36,1102,STCK.PIRA.S,NA,172.2608,163.9,8.360799999999983,0.0485357086464245,95.1464291353576,200.9,168.14000000000001,0.9747829189960746,163.9,0.005204325965392003,2.508111253451848e-17,0.34266401040998196,1.1565269877839501e-5,1.2826318475111903e-12,0.2539205818882162,23.270818713450293,967,2.1290539247422136e-4,1.7243719045457238e-7,No,No,17.333740085417933
STCK,395,NA,PIRA,T,TI,6,2018-06-05,2021-06-11,1,1,1,1,1,0,NA,3,1,0,116.47,5,0.45,116.54,4,0,0,11.47,NA,NA,99.02,0,0,11.01,NA,NA,1,WET,36,1102,STCK.PIRA.T,NA,167.5099,99.02,68.48989999999999,0.408870759280496,59.1129240719504,128.01000000000002,110.03,0.8999363809870035,99.02,0.01759838769289906,3.3450911796214666e-79,0.8775726401166578,-1.16087695298439e-5,0.021201530896135818,0.025288877839900636,24.175964912280705,967,0.0011880287464858896,-2.8562305031056186e-7,No,No,17.693395273682093
DRO,30,NA,PIRA,B,TE,7,2018-06-11,2021-12-06,1,0,1,1,1,NA,NA,0,3,0,299.25,5,0.46,254.28,3,12.58,NA,NA,6.8504,242.02,59.434,3.394,NA,NA,NA,NA,0,DRY,42,1274,DRO.PIRA.B,0.24557474588877,166.4192,62.44474638459644,103.97445361540355,0.622471445602431,37.7528554397569,266.86,65.83874638459645,0.9484498082607165,62.44474638459644,0.3213130582955335,2.74768989423393e-259,0.9990942321680661,4.767511459908157e-6,0.014474823349462363,0.02915185609018356,29.14830409356725,996.5985,0.03477600945867063,1.8805986089361822e-7,No,No,307.20799542349414
DRO,46,NA,PIRA,C,TE,7,2018-06-11,2021-12-06,1,0,1,0,1,NA,NA,0,4,0,122.12,5,0.28,92.59,4,13.9,NA,NA,2.9435,88.18,35.254,4.284,NA,NA,NA,NA,0,DRY,42,1274,DRO.PIRA.C,0.399795872079837,162.0922,37.01709979587211,125.07510020412788,0.756077096862156,24.3922903137844,106.49000000000001,41.30109979587211,0.8962739486073402,37.01709979587211,0.2769972921016633,3.0482180191695966e-244,0.9986352157669126,1.2344658842729504e-5,4.198919843886011e-11,0.22303102116536921,29.763099415204678,996.5985,0.05281767573308942,8.578983847507484e-7,No,No,150.12764508991864
DRO,77,NA,PIRA,E,TI,7,2018-06-11,2021-12-06,0,0,1,1,1,NA,NA,0,1,0,376.17,5,0.43,347.69,2,0,NA,2.41,9.039,328.36,119.044,NA,NA,1.174,NA,NA,0,DRY,42,1274,DRO.PIRA.E,0.362541113412109,175.6392,126.05191972225617,49.587280277743815,0.322224195965365,67.7775804034635,350.1,127.22591972225618,0.9907723205887374,126.05191972225617,0.40715281637746953,1.276843164204091e-275,0.9994195968190389,3.86505387956846e-6,0.046651325339641725,0.017435388596725443,29.428362573099417,996.5985,0.02197891492504579,7.604266915750696e-8,No,No,175.83078525587152
DRO,78,NA,PIRA,E,TE,7,2018-06-11,2021-12-06,0,0,1,1,1,NA,NA,0,1,0,288.31,5,0.45,241.02,2,0,NA,NA,6.6421,230.87,145.534,NA,NA,NA,NA,NA,0,DRY,42,1274,DRO.PIRA.E,0.63037207086239,190.034,151.93227651925324,38.101723480746756,0.234168622457034,76.5831377542966,241.02,151.93227651925324,1,151.93227651925324,0.7391860685914513,4.0248543549300766e-274,0.9993954046768467,4.186804905562143e-6,0.049661965060262846,0.016822436426528697,30.27842105263158,996.5985,0.03284362260176387,6.780051609055026e-8,No,No,58.6364698283563
MLRF,125,NA,PIRA,M,TI,7,2018-06-04,2021-12-08,1,0,1,1,1,NA,NA,0,1,0,346.47,5,0.46,268.64,2,0,NA,NA,3.2728,260.91,112.294,NA,NA,NA,NA,NA,0,DRY,42,1283,MLRF.PIRA.M,0.430393622321873,192.7651,115.62094270054796,77.14415729945203,0.417456790674245,58.2543209325755,268.64,115.62094270054796,1,115.62094270054796,0.6084606083951319,1.776588497843547e-309,0.9997692926514173,5.295461636310986e-6,0.011224764798058498,0.03174163154543719,25.332105263157896,902.6921839735694,0.032627222258128856,1.0349144611517701e-7,No,No,132.3454503357261
PNW,189,NA,PIRA,V,TI,7,2018-06-05,2021-12-09,1,1,0,1,1,1,0,3,0,1,156.2,5,0.42,103.98,3,4.84,NA,38.92,3.1013,93.47,83.426,4.324,NA,37.604,NA,NA,1,DRY,42,1283,PNW.PIRA.V,0.892543061945009,167.6778,92.80662758104204,74.87117241895795,0.476674908664117,52.3325091335883,147.74,134.73462758104205,0.6888105103138347,92.80662758104204,0.010191195670435286,6.717989477074273e-33,0.5687254807351262,-7.173989008090286e-6,0.0022114915100877766,0.048465021461856383,30.780701754385962,973,7.281356793802131e-4,-1.868103244166851e-7,No,No,12.039412173662903
PNW,205,NA,PIRA,W,TI,7,2018-06-05,2021-12-09,1,1,1,1,1,0,0,2,0,0,147.72,5,0.39,136.48,2a,2.4,NA,NA,2.4817,128.83,110.594,1.944,NA,NA,NA,NA,1,DRY,42,1283,PNW.PIRA.W,0.858449118994023,172.8192,117.16113576030425,55.65806423969575,0.348810780283672,65.1189219716328,138.88,119.10513576030425,0.9836782856793661,117.16113576030425,0.3103608167134664,3.2014535876095784e-262,0.999163820210954,7.235241318070023e-6,2.998150126010916e-4,0.06916608307694705,30.798596491228068,973,0.01769876205537259,1.5037720922395677e-7,No,No,16.48914045969946
PNW,206,NA,PIRA,W,TE,7,2018-06-05,2021-12-09,0,0,1,1,0,1,1,0,2,1,193.33,5,0.44,193.73,2a,5.41,NA,NA,6.0208,186.55,167.444,5.084,NA,NA,NA,NA,0,DRY,42,1283,PNW.PIRA.W,0.897582417582417,230.51,173.88864175824162,56.62135824175837,0.251537894234524,74.8462105765476,199.14,178.97264175824162,0.9715934237207744,173.88864175824162,0.01742598915208666,2.5511459533449445e-93,0.9166481570437182,1.3517128662969684e-5,1.251608434853742e-7,0.14777652732968094,30.069181286549707,973,6.626488656141429e-4,1.8733695744161474e-7,No,No,11.410381978452582
PNW,221,NA,PIRA,X,TI,7,2018-06-05,2021-12-09,1,1,1,1,1,1,0,2,1,1,202.19,5,0.4,186.9,2a,NA,NA,NA,4.4254,175.6,150.064,NA,NA,NA,NA,NA,1,DRY,42,1283,PNW.PIRA.X,0.854578587699317,174.8789,159.72073804100236,15.158161958997624,0.141897621725663,85.8102378274337,186.9,159.72073804100236,1,159.72073804100236,0.05959498332013335,1.7122466515853552e-160,0.9866293646009864,-9.755866753064768e-6,2.6759118455063466e-7,0.14031440326826128,30.167602339181286,973,0.002491764464480703,-1.4866753507700525e-7,No,No,17.0167395244695
MLES,254,NA,PIRA,F,TE,7,2018-06-04,2021-12-08,1,0,1,1,1,NA,NA,0,1,0,260.04,5,0.51,230.96,1,NA,NA,NA,4.3934,221.82,176.194,NA,NA,NA,NA,NA,0,DRY,42,1283,MLES.PIRA.F,0.794310702371292,237.74,183.4539998196736,54.2860001803264,0.25887944813662,74.112055186338,230.96,183.4539998196736,1,183.4539998196736,0.1494060004319973,2.935525046730769e-197,0.9950900799132953,6.955211558309548e-6,0.02727870417431601,0.022757379018975787,26.806023391812865,904.7982456140351,0.004971082927050001,8.434246858919499e-8,No,No,25.89531993143921
MLES,301,NA,PIRA,I,TI,7,2018-06-04,2021-12-08,1,0,1,1,1,NA,NA,0,2,0,152.99,5,0.46,106.08,2,6.04,NA,NA,2.7066,97.5,68.804,3.164,NA,NA,NA,NA,0,DRY,42,1283,MLES.PIRA.I,0.705682051282051,189.4106,74.85875199999997,114.55184800000002,0.620042384111554,37.9957615888446,112.12,78.02275199999997,0.9594477262222179,74.85875199999997,0.23395240742074092,5.122763825185009e-249,0.9988017126751019,5.022135022917285e-6,0.011310536866649817,0.03166394528398475,26.19748538011696,904.5,0.019358898825038315,1.5145880003980398e-7,No,No,41.70687750712174
STCK,333,NA,PIRA,P,TI,7,2018-06-05,2021-12-09,0,1,1,1,1,NA,NA,4,0,0,359.67,5,0.15,58.01,4,0.68,NA,319.32,4.7933,17.1,15.764,0.464,NA,25.234,NA,NA,1,DRY,42,1283,STCK.PIRA.P,0.92187134502924,211.48,53.47775672514621,158.00224327485378,0.923264611310762,7.67353886892377,378.01,79.17575672514621,0.6754309518100466,53.47775672514621,0.10304885880913052,4.856642416496101e-199,0.9953227137160892,1.8733854129168816e-5,5.512101327211238e-19,0.3714162615739609,27.785847953216376,958.3333333333331,0.01358738915068569,9.002703706427153e-7,No,No,8.475006343567602
